"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"hg19-MT2A",0,3.78975100673723,0.992,0.557,0,"0","hg19-MT2A"
"hg19-TGFBI",0,3.66952841300317,0.997,0.524,0,"0","hg19-TGFBI"
"hg19-IGFBP3",0,3.00179828154179,0.98,0.578,0,"0","hg19-IGFBP3"
"hg19-CLDN11",0,2.89937265841512,0.945,0.384,0,"0","hg19-CLDN11"
"hg19-C12orf75",0,2.84772549497365,0.994,0.582,0,"0","hg19-C12orf75"
"hg19-GREM1",0,2.82005111513773,0.932,0.017,0,"0","hg19-GREM1"
"hg19-SERPINE1",0,2.56570469470185,0.869,0.094,0,"0","hg19-SERPINE1"
"hg19-TPM1",0,2.49656808938673,0.996,0.782,0,"0","hg19-TPM1"
"hg19-THBS1",0,2.47771543890574,0.976,0.542,0,"0","hg19-THBS1"
"hg19-MIR4435-1HG",0,2.43120717833798,0.976,0.502,0,"0","hg19-MIR4435-1HG"
"hg19-KIAA1199",0,2.27778719914849,0.737,0.017,0,"0","hg19-KIAA1199"
"hg19-CTGF",0,2.27283576681684,0.91,0.271,0,"0","hg19-CTGF"
"hg19-POSTN",0,2.19561497471344,0.903,0.353,0,"0","hg19-POSTN"
"hg19-SERPINE2",0,2.14620868698147,0.697,0.32,0,"0","hg19-SERPINE2"
"hg19-TUBA1B",0,2.14301248217004,0.869,0.694,0,"0","hg19-TUBA1B"
"hg19-LOX",0,2.09608607452893,0.961,0.518,0,"0","hg19-LOX"
"hg19-KRT18",0,2.09133128807637,0.844,0.186,0,"0","hg19-KRT18"
"hg19-CCND1",0,2.06553295704385,0.903,0.53,0,"0","hg19-CCND1"
"hg19-ID3",0,2.05435039669387,0.846,0.143,0,"0","hg19-ID3"
"hg19-COL1A1",0,1.99747232160138,0.997,0.988,0,"0","hg19-COL1A1"
"hg19-TAGLN",0,1.86237749431674,0.995,0.804,0,"0","hg19-TAGLN"
"hg19-AXL",0,1.81870447691665,0.909,0.434,0,"0","hg19-AXL"
"hg19-KRT7",0,1.73567053194487,0.873,0.26,0,"0","hg19-KRT7"
"hg19-IER3",0,1.71299838914487,0.769,0.065,0,"0","hg19-IER3"
"hg19-COTL1",0,1.69880635748263,0.964,0.742,0,"0","hg19-COTL1"
"hg19-HMGA1",0,1.67357210258645,0.925,0.748,0,"0","hg19-HMGA1"
"hg19-DAB2",0,1.65494907488272,0.917,0.573,0,"0","hg19-DAB2"
"hg19-ARPC1B",0,1.57646110079005,0.946,0.662,0,"0","hg19-ARPC1B"
"hg19-TNFRSF12A",0,1.57384167875062,0.778,0.085,0,"0","hg19-TNFRSF12A"
"hg19-LOXL2",0,1.56530993918638,0.878,0.628,0,"0","hg19-LOXL2"
"hg19-SULF1",0,1.55924601095396,0.739,0.052,0,"0","hg19-SULF1"
"hg19-STC2",0,1.53405145500018,0.69,0.085,0,"0","hg19-STC2"
"hg19-SH3BGRL3",0,1.52719679609739,0.998,0.994,0,"0","hg19-SH3BGRL3"
"hg19-LINC00152",0,1.51107276058357,0.881,0.44,0,"0","hg19-LINC00152"
"hg19-IGFBP6",0,1.44298329453488,0.89,0.337,0,"0","hg19-IGFBP6"
"hg19-S100A16",0,1.42700499032239,0.941,0.789,0,"0","hg19-S100A16"
"hg19-INHBA",0,1.41970572368486,0.698,0.086,0,"0","hg19-INHBA"
"hg19-FHL2",0,1.41638772313994,0.826,0.223,0,"0","hg19-FHL2"
"hg19-SEPW1",0,1.38569191415773,0.875,0.627,0,"0","hg19-SEPW1"
"hg19-HES1",0,1.37984655492605,0.584,0.039,0,"0","hg19-HES1"
"hg19-TIMP1",0,1.34893942479493,0.961,0.876,0,"0","hg19-TIMP1"
"hg19-HMGN2",0,1.34389273663934,0.912,0.847,0,"0","hg19-HMGN2"
"hg19-CCL2",0,1.33645908081043,0.51,0.048,0,"0","hg19-CCL2"
"hg19-EXT1",0,1.32368471383241,0.772,0.246,0,"0","hg19-EXT1"
"hg19-MYH9",0,1.32290947588707,0.894,0.689,0,"0","hg19-MYH9"
"hg19-ACTG1",0,1.31068849460492,0.999,0.991,0,"0","hg19-ACTG1"
"hg19-CYR61",0,1.30165693018214,0.909,0.643,0,"0","hg19-CYR61"
"hg19-CSRP1",0,1.28595428404099,0.766,0.269,0,"0","hg19-CSRP1"
"hg19-PKM",0,1.28558261107026,0.944,0.822,0,"0","hg19-PKM"
"hg19-LMO7",0,1.28098639544606,0.735,0.141,0,"0","hg19-LMO7"
"hg19-TNFRSF11B",0,1.27380369590404,0.649,0.049,0,"0","hg19-TNFRSF11B"
"hg19-FRMD6",0,1.25968107468441,0.704,0.17,0,"0","hg19-FRMD6"
"hg19-KTN1",0,1.25811699515412,0.945,0.814,0,"0","hg19-KTN1"
"hg19-MT1E",0,1.24821474264104,0.825,0.727,0,"0","hg19-MT1E"
"hg19-GAS6",0,1.24720839852534,0.75,0.459,0,"0","hg19-GAS6"
"hg19-ENG",0,1.24651358930614,0.762,0.32,0,"0","hg19-ENG"
"hg19-LINC01133",0,1.23558779949649,0.733,0.199,0,"0","hg19-LINC01133"
"hg19-TPM4",0,1.21357611002444,0.975,0.758,0,"0","hg19-TPM4"
"hg19-FLNA",0,1.21274351270227,0.914,0.782,0,"0","hg19-FLNA"
"hg19-MICAL2",0,1.21240445621165,0.682,0.093,0,"0","hg19-MICAL2"
"hg19-ITGB1",0,1.21209039759168,0.997,0.992,0,"0","hg19-ITGB1"
"hg19-CKAP4",0,1.20220857830309,0.91,0.769,0,"0","hg19-CKAP4"
"hg19-DDAH1",0,1.19703002547679,0.743,0.349,0,"0","hg19-DDAH1"
"hg19-CRIM1",0,1.18837144777779,0.797,0.413,0,"0","hg19-CRIM1"
"hg19-PSG5",0,1.18750533995275,0.583,0.011,0,"0","hg19-PSG5"
"hg19-SCN9A",0,1.18234729338426,0.699,0.182,0,"0","hg19-SCN9A"
"hg19-CDC42EP3",0,1.18121420992897,0.804,0.471,0,"0","hg19-CDC42EP3"
"hg19-ID1",0,1.17830268076342,0.555,0.072,0,"0","hg19-ID1"
"hg19-TAGLN2",0,1.17437768065484,0.87,0.604,0,"0","hg19-TAGLN2"
"hg19-PTRF",0,1.1446712976786,0.977,0.947,0,"0","hg19-PTRF"
"hg19-VIM",0,1.14347087671223,1,1,0,"0","hg19-VIM"
"hg19-TXNRD1",0,1.14102225965309,0.835,0.673,0,"0","hg19-TXNRD1"
"hg19-HEG1",0,1.13111421095125,0.616,0.143,0,"0","hg19-HEG1"
"hg19-SGK1",0,1.13028618094921,0.645,0.101,0,"0","hg19-SGK1"
"hg19-TMSB4X",0,1.12184662466429,1,1,0,"0","hg19-TMSB4X"
"hg19-EIF2S2",0,1.10595040911693,0.962,0.924,0,"0","hg19-EIF2S2"
"hg19-IGFBP4",0,1.09329785258325,0.962,0.832,0,"0","hg19-IGFBP4"
"hg19-TMSB10",0,1.09328573950216,1,1,0,"0","hg19-TMSB10"
"hg19-ANXA5",0,1.0799512086325,0.925,0.85,0,"0","hg19-ANXA5"
"hg19-CD59",0,1.07873078628042,0.913,0.777,0,"0","hg19-CD59"
"hg19-NLRP1",0,1.07664743552696,0.561,0.142,0,"0","hg19-NLRP1"
"hg19-SPATS2L",0,1.0715578677017,0.87,0.645,0,"0","hg19-SPATS2L"
"hg19-RPL37",0,1.05318515579848,1,1,0,"0","hg19-RPL37"
"hg19-VCAN",0,1.04556038399136,0.686,0.272,0,"0","hg19-VCAN"
"hg19-PDLIM2",0,1.03002588068786,0.975,0.915,0,"0","hg19-PDLIM2"
"hg19-RPS21",0,1.02764229217104,1,1,0,"0","hg19-RPS21"
"hg19-PLEC",0,1.01723295920687,0.808,0.566,0,"0","hg19-PLEC"
"hg19-PLP2",0,1.0145996265913,0.765,0.435,0,"0","hg19-PLP2"
"hg19-BGN",0,0.99883124973557,0.878,0.795,0,"0","hg19-BGN"
"hg19-CALM2",0,0.995678458185934,0.969,0.935,0,"0","hg19-CALM2"
"hg19-BRI3",0,0.984485782588072,0.993,0.991,0,"0","hg19-BRI3"
"hg19-TPM2",0,0.983731079262255,0.999,0.997,0,"0","hg19-TPM2"
"hg19-PRSS23",0,0.980399766076904,0.663,0.277,0,"0","hg19-PRSS23"
"hg19-HMGN1",0,0.962894686902936,0.97,0.947,0,"0","hg19-HMGN1"
"hg19-CLIC4",0,0.961079174381956,0.865,0.853,0,"0","hg19-CLIC4"
"hg19-ACTB",0,0.958240124476342,0.999,0.998,0,"0","hg19-ACTB"
"hg19-CD44",0,0.943331055547038,0.869,0.716,0,"0","hg19-CD44"
"hg19-FGF2",0,0.940275301695365,0.627,0.266,0,"0","hg19-FGF2"
"hg19-PRRX2",0,0.933792945935644,0.57,0.134,0,"0","hg19-PRRX2"
"hg19-WDR1",0,0.92601061763958,0.82,0.66,0,"0","hg19-WDR1"
"hg19-CTNNAL1",0,0.918846252220805,0.613,0.271,0,"0","hg19-CTNNAL1"
"hg19-EIF5A",0,0.905413153762956,0.979,0.926,0,"0","hg19-EIF5A"
"hg19-NEK7",0,0.900003452288715,0.698,0.432,0,"0","hg19-NEK7"
"hg19-ODC1",0,0.897523608553166,0.697,0.438,0,"0","hg19-ODC1"
"hg19-SEC61G",0,0.896470243141377,0.968,0.953,0,"0","hg19-SEC61G"
"hg19-RPS29",0,0.893885936272893,1,1,0,"0","hg19-RPS29"
"hg19-IFITM2",0,0.892279912415821,0.812,0.556,0,"0","hg19-IFITM2"
"hg19-RRBP1",0,0.88690079672622,0.755,0.52,0,"0","hg19-RRBP1"
"hg19-IGFBP7",0,0.88595194589248,0.887,0.667,0,"0","hg19-IGFBP7"
"hg19-RPL37A",0,0.881136876254304,1,1,0,"0","hg19-RPL37A"
"hg19-ID2",0,0.878022485585107,0.599,0.24,0,"0","hg19-ID2"
"hg19-AHNAK",0,0.872300392126517,0.949,0.899,0,"0","hg19-AHNAK"
"hg19-RAB3B",0,0.862695513244209,0.515,0.042,0,"0","hg19-RAB3B"
"hg19-EMP1",0,0.861531790683303,0.593,0.146,0,"0","hg19-EMP1"
"hg19-PFN1",0,0.860205200041045,0.996,0.995,0,"0","hg19-PFN1"
"hg19-RHOC",0,0.857089431568579,0.912,0.86,0,"0","hg19-RHOC"
"hg19-ACTN4",0,0.849051957202274,0.808,0.668,0,"0","hg19-ACTN4"
"hg19-ARPC1A",0,0.841726663517377,0.902,0.849,0,"0","hg19-ARPC1A"
"hg19-OST4",0,0.83752615613149,0.999,0.999,0,"0","hg19-OST4"
"hg19-MYOF",0,0.837348797704667,0.627,0.26,0,"0","hg19-MYOF"
"hg19-ITGA11",0,0.83522350853703,0.506,0.066,0,"0","hg19-ITGA11"
"hg19-PPDPF",0,0.826441085028248,0.997,0.997,0,"0","hg19-PPDPF"
"hg19-CAP1",0,0.825582972195914,0.826,0.746,0,"0","hg19-CAP1"
"hg19-PPP1R14B",0,0.82348034859538,0.98,0.949,0,"0","hg19-PPP1R14B"
"hg19-CDH2",0,0.820047529627755,0.617,0.278,0,"0","hg19-CDH2"
"hg19-FAM101B",0,0.819365825480324,0.568,0.207,0,"0","hg19-FAM101B"
"hg19-CFL1",0,0.815598719842087,0.987,0.988,0,"0","hg19-CFL1"
"hg19-DKK1",0,0.812349150851632,0.522,0.127,0,"0","hg19-DKK1"
"hg19-TPM3",0,0.807975429528176,0.796,0.691,0,"0","hg19-TPM3"
"hg19-DRAP1",0,0.799952545078255,0.931,0.922,0,"0","hg19-DRAP1"
"hg19-WARS",0,0.790341630586695,0.56,0.189,0,"0","hg19-WARS"
"hg19-MYADM",0,0.788575535524317,0.573,0.185,0,"0","hg19-MYADM"
"hg19-AP2S1",0,0.786239125109949,0.984,0.977,0,"0","hg19-AP2S1"
"hg19-CREB3L1",0,0.782326346861233,0.646,0.285,0,"0","hg19-CREB3L1"
"hg19-PTMS",0,0.782253778248242,0.964,0.957,0,"0","hg19-PTMS"
"hg19-GUK1",0,0.778308728520522,0.996,0.997,0,"0","hg19-GUK1"
"hg19-MYL9",0,0.775913884580486,0.978,0.979,0,"0","hg19-MYL9"
"hg19-EMP3",0,0.770855051683647,0.882,0.737,0,"0","hg19-EMP3"
"hg19-S100A11",0,0.76946231719595,0.99,0.979,0,"0","hg19-S100A11"
"hg19-SPHK1",0,0.768504231265534,0.486,0.077,0,"0","hg19-SPHK1"
"hg19-VAT1",0,0.768423241561868,0.881,0.869,0,"0","hg19-VAT1"
"hg19-RPL38",0,0.763184836782535,1,1,0,"0","hg19-RPL38"
"hg19-OAZ1",0,0.759393670748716,0.999,0.999,0,"0","hg19-OAZ1"
"hg19-CALU",0,0.756327547097629,0.94,0.953,0,"0","hg19-CALU"
"hg19-EVA1B",0,0.751151890034478,0.825,0.623,0,"0","hg19-EVA1B"
"hg19-CRIP2",0,0.745236398354746,0.456,0.077,0,"0","hg19-CRIP2"
"hg19-LARP6",0,0.714471520779574,0.926,0.897,0,"0","hg19-LARP6"
"hg19-TMA7",0,0.705920708765228,0.996,0.998,0,"0","hg19-TMA7"
"hg19-TOMM7",0,0.702603172048738,1,1,0,"0","hg19-TOMM7"
"hg19-IFI27L2",0,0.69525988293241,0.898,0.859,0,"0","hg19-IFI27L2"
"hg19-DSTN",0,0.675035270051396,0.997,0.995,0,"0","hg19-DSTN"
"hg19-ANXA2",0,0.664652127810983,0.991,0.985,0,"0","hg19-ANXA2"
"hg19-EEF1B2",0,0.655958079812174,0.999,0.999,0,"0","hg19-EEF1B2"
"hg19-ARPC2",0,0.648042858292299,0.987,0.988,0,"0","hg19-ARPC2"
"hg19-EVA1A",0,0.638631817707808,0.416,0.021,0,"0","hg19-EVA1A"
"hg19-CD99",0,0.63815982468283,0.974,0.984,0,"0","hg19-CD99"
"hg19-LGALS1",0,0.556026645583531,1,1,0,"0","hg19-LGALS1"
"hg19-GAPDH",0,0.542535340291916,1,1,0,"0","hg19-GAPDH"
"hg19-TPT1",0,0.505967993585038,1,1,0,"0","hg19-TPT1"
"hg19-ATP5E",0,0.474659646935156,1,1,0,"0","hg19-ATP5E"
"hg19-RPS7",0,0.43389483790553,1,1,0,"0","hg19-RPS7"
"hg19-RPL41",0,0.430720299499222,1,1,0,"0","hg19-RPL41"
"hg19-SERF2",0,0.423128144148153,1,1,0,"0","hg19-SERF2"
"hg19-RPS28",0,0.404630510288706,1,1,0,"0","hg19-RPS28"
"hg19-RPS27",0,0.367528062634174,1,1,0,"0","hg19-RPS27"
"hg19-RPS12",0,0.27941822346144,1,1,0,"0","hg19-RPS12"
"hg19-MYL12A",1.57714915327063e-307,0.737377188514245,0.889,0.836,2.85337824809723e-303,"0","hg19-MYL12A"
"hg19-ENAH",7.00958123093938e-307,0.848279612680507,0.708,0.487,1.26817343630155e-302,"0","hg19-ENAH"
"hg19-TCEA1",1.76502020254636e-303,0.782119350378264,0.813,0.695,3.19327455044688e-299,"0","hg19-TCEA1"
"hg19-CALM3",3.26227972391464e-303,0.7597820651305,0.801,0.684,5.90211647650638e-299,"0","hg19-CALM3"
"hg19-RPL30",7.20724825381796e-302,0.287027381754386,1,1,1.30393535408075e-297,"0","hg19-RPL30"
"hg19-BDNF",6.97065035975345e-301,0.639659441299642,0.382,0.036,1.26113006308659e-296,"0","hg19-BDNF"
"hg19-KRT8",8.88434618929454e-301,0.775532508549619,0.57,0.239,1.60735591256717e-296,"0","hg19-KRT8"
"hg19-SLC16A3",5.65955228775514e-300,0.727964114312388,0.52,0.177,1.02392619990066e-295,"0","hg19-SLC16A3"
"hg19-COPZ2",5.84171177052192e-299,0.663195517082423,0.91,0.889,1.05688249352283e-294,"0","hg19-COPZ2"
"hg19-NR4A1",1.02899462680277e-297,0.562524585451084,0.327,0.002,1.86165707881157e-293,"0","hg19-NR4A1"
"hg19-ATF4",8.42467001527298e-293,0.754149994241263,0.902,0.906,1.52419129916319e-288,"0","hg19-ATF4"
"hg19-S100A13",1.05565814536557e-292,0.660595472998788,0.922,0.871,1.90989671659538e-288,"0","hg19-S100A13"
"hg19-TIMP3",1.20164112335306e-292,1.70619918422315,0.771,0.627,2.17400912037036e-288,"0","hg19-TIMP3"
"hg19-DAP",5.15951361370359e-292,0.747852481933686,0.692,0.478,9.33459202991254e-288,"0","hg19-DAP"
"hg19-RPS24",1.0622397843636e-290,0.590747150486103,0.999,1,1.92180421787063e-286,"0","hg19-RPS24"
"hg19-FN1",4.83155603298146e-287,0.970087475864075,0.996,0.997,8.74125117487006e-283,"0","hg19-FN1"
"hg19-MZT2B",2.23336758455492e-286,0.509918076292397,0.988,0.993,4.04060863397676e-282,"0","hg19-MZT2B"
"hg19-SELM",6.50985994481483e-285,0.623514248667373,0.955,0.962,1.1777638612159e-280,"0","hg19-SELM"
"hg19-THBS2",3.65595878666032e-281,0.964838353395654,0.558,0.227,6.61436063682586e-277,"0","hg19-THBS2"
"hg19-GPR176",1.65365810823291e-280,0.596515079163242,0.431,0.091,2.99179824941499e-276,"0","hg19-GPR176"
"hg19-SCUBE3",1.01246436431572e-279,1.05922192938838,0.519,0.177,1.83175052792e-275,"0","hg19-SCUBE3"
"hg19-TAX1BP3",4.28639092855334e-279,0.670936617044868,0.855,0.81,7.75493846793871e-275,"0","hg19-TAX1BP3"
"hg19-RPL26",6.99804042456295e-274,0.344527131292667,1,1,1.26608547361193e-269,"0","hg19-RPL26"
"hg19-LMNA",1.70951476361526e-273,0.683266281022769,0.895,0.884,3.09285411033274e-269,"0","hg19-LMNA"
"hg19-ARPC5",4.85348353207626e-272,0.708271846278394,0.818,0.727,8.78092240623237e-268,"0","hg19-ARPC5"
"hg19-PEA15",1.27138312152783e-269,0.748021351802037,0.74,0.578,2.30018634346815e-265,"0","hg19-PEA15"
"hg19-FOXP1",1.56259230292464e-268,0.733086274616684,0.604,0.303,2.82704199445126e-264,"0","hg19-FOXP1"
"hg19-CTTN",2.10204104225443e-268,0.794120461847331,0.803,0.743,3.80301265364671e-264,"0","hg19-CTTN"
"hg19-COL1A2",3.24124519455935e-268,0.662448953871356,0.996,0.999,5.86406080599677e-264,"0","hg19-COL1A2"
"hg19-CDC42EP5",3.83341011930857e-268,0.729921646341956,0.657,0.412,6.93540558785306e-264,"0","hg19-CDC42EP5"
"hg19-KIAA0101",1.7704979655057e-264,0.8639816536668,0.308,0.009,3.20318491919292e-260,"0","hg19-KIAA0101"
"hg19-IL6",1.62346734375047e-263,0.529737265734245,0.301,0.005,2.93717711831334e-259,"0","hg19-IL6"
"hg19-SLC7A5",3.88898962509963e-262,0.626105150827538,0.407,0.085,7.03596002973025e-258,"0","hg19-SLC7A5"
"hg19-ITGBL1",4.86034045860333e-261,0.619755996268888,0.448,0.112,8.79332795770515e-257,"0","hg19-ITGBL1"
"hg19-METRNL",2.10438188740086e-260,0.662489444823171,0.525,0.216,3.80724771068563e-256,"0","hg19-METRNL"
"hg19-ARID5B",1.06901857322357e-259,0.761263622711726,0.765,0.588,1.93406840267609e-255,"0","hg19-ARID5B"
"hg19-SMS",8.10990911793539e-259,0.843914552241425,0.69,0.498,1.46724475761687e-254,"0","hg19-SMS"
"hg19-C4orf48",1.05278135805518e-257,0.661041151178562,0.863,0.779,1.90469203299342e-253,"0","hg19-C4orf48"
"hg19-FAM200B",6.81474586273721e-257,0.723297367898444,0.764,0.671,1.23292382148642e-252,"0","hg19-FAM200B"
"hg19-RND3",1.60889482906241e-256,0.796013908824751,0.66,0.376,2.91081252473971e-252,"0","hg19-RND3"
"hg19-SSR3",3.40805958499073e-255,0.583608167527871,0.924,0.925,6.16586140116523e-251,"0","hg19-SSR3"
"hg19-FLNC",8.13829030065089e-250,0.778211600841954,0.568,0.297,1.47237948119376e-245,"0","hg19-FLNC"
"hg19-REXO2",1.83387629247298e-249,0.674438751262585,0.748,0.605,3.31784898834212e-245,"0","hg19-REXO2"
"hg19-PRKCDBP",7.220212731193e-248,0.766197221500159,0.747,0.553,1.30628088732744e-243,"0","hg19-PRKCDBP"
"hg19-FXYD5",5.65304458528146e-247,0.661273650352348,0.832,0.759,1.02274882636912e-242,"0","hg19-FXYD5"
"hg19-SPOCD1",2.93064747981139e-246,0.567713950551745,0.381,0.069,5.30212742047476e-242,"0","hg19-SPOCD1"
"hg19-ITGA5",1.39216876922636e-245,0.74520101215685,0.598,0.341,2.51871173728433e-241,"0","hg19-ITGA5"
"hg19-CALR",1.47581048091904e-245,0.644961882318583,0.971,0.955,2.67003632207872e-241,"0","hg19-CALR"
"hg19-RP11-783K16.5",1.72034813417144e-245,0.711187687479565,0.578,0.323,3.11245384434298e-241,"0","hg19-RP11-783K16.5"
"hg19-C7orf73",1.08994019529085e-244,0.623282308770361,0.87,0.869,1.97191980132021e-240,"0","hg19-C7orf73"
"hg19-RPSA",6.74779646313093e-244,0.302569138448987,1,1,1.22081133610965e-239,"0","hg19-RPSA"
"hg19-PDCD5",8.97587339604401e-244,0.5905090179279,0.937,0.913,1.62391501481228e-239,"0","hg19-PDCD5"
"hg19-DSP",2.02303380755678e-242,0.638259680583342,0.461,0.151,3.66007276463173e-238,"0","hg19-DSP"
"hg19-ATOX1",4.10019164182368e-242,0.587387783389565,0.962,0.968,7.41806671838741e-238,"0","hg19-ATOX1"
"hg19-MSN",4.98741336258734e-241,0.725854944825401,0.751,0.655,9.02322825559302e-237,"0","hg19-MSN"
"hg19-PHACTR2",2.10505516319922e-240,0.757267642351075,0.653,0.436,3.80846580126003e-236,"0","hg19-PHACTR2"
"hg19-C19orf10",2.98320490560692e-239,0.663822087131356,0.886,0.876,5.39721431522405e-235,"0","hg19-C19orf10"
"hg19-GNAI2",5.25902830213522e-239,0.609578346148904,0.876,0.859,9.51463400422304e-235,"0","hg19-GNAI2"
"hg19-FOS",9.23677758226411e-238,0.742865945864741,0.813,0.709,1.67111780018322e-233,"0","hg19-FOS"
"hg19-PTX3",6.35964055155859e-237,0.770505857069765,0.777,0.54,1.15058616858798e-232,"0","hg19-PTX3"
"hg19-HDLBP",1.5112481021805e-234,0.588520247292255,0.879,0.902,2.73415006646496e-230,"0","hg19-HDLBP"
"hg19-GLIPR1",6.82164953304381e-234,0.612549514496643,0.441,0.136,1.23417283351829e-229,"0","hg19-GLIPR1"
"hg19-SRGN",2.9511384451099e-233,0.769629945866299,0.504,0.207,5.33919967489284e-229,"0","hg19-SRGN"
"hg19-PDLIM7",6.75343027303284e-231,0.637633064711162,0.695,0.45,1.2218306049971e-226,"0","hg19-PDLIM7"
"hg19-DEK",6.94475115596505e-231,0.810053404858617,0.671,0.476,1.2564443791372e-226,"0","hg19-DEK"
"hg19-THY1",1.18262209904269e-227,0.672559761210339,0.898,0.655,2.13959990158803e-223,"0","hg19-THY1"
"hg19-CXCL2",1.71594113007536e-227,0.547892812899509,0.27,0.007,3.10448069253235e-223,"0","hg19-CXCL2"
"hg19-GREM2",2.54732366568639e-227,0.442312425098095,0.271,0.007,4.60861797595982e-223,"0","hg19-GREM2"
"hg19-MAP1B",3.74883636331049e-227,0.571840800598153,0.973,0.927,6.78239474850133e-223,"0","hg19-MAP1B"
"hg19-SMAD3",5.07156937354533e-227,0.575432610147,0.46,0.158,9.17548331061822e-223,"0","hg19-SMAD3"
"hg19-SLC38A2",3.98598391986667e-225,0.715441236835431,0.789,0.685,7.21144210782278e-221,"0","hg19-SLC38A2"
"hg19-LIMS2",1.44634083613851e-224,0.57208449337216,0.441,0.129,2.61671984074179e-220,"0","hg19-LIMS2"
"hg19-KRT19",7.63930213505114e-224,0.675015858357272,0.288,0.02,1.38210254227345e-219,"0","hg19-KRT19"
"hg19-RPL36A",1.25533328240064e-223,0.413110263224873,0.992,0.998,2.27114897451923e-219,"0","hg19-RPL36A"
"hg19-TMEM258",4.61587573603281e-223,0.507375468947374,0.958,0.977,8.35104238163055e-219,"0","hg19-TMEM258"
"hg19-GPRC5A",4.30264205059183e-222,0.470829985273101,0.257,0.003,7.78433999793074e-218,"0","hg19-GPRC5A"
"hg19-FOSL1",8.39309565746375e-222,0.544630581820532,0.332,0.053,1.51847886634834e-217,"0","hg19-FOSL1"
"hg19-PHLDA2",1.310007136923e-220,0.582162358920656,0.407,0.112,2.37006491212108e-216,"0","hg19-PHLDA2"
"hg19-ALPK2",1.31127238623726e-219,0.529016170151535,0.372,0.081,2.37235400118044e-215,"0","hg19-ALPK2"
"hg19-CRYAB",8.83578255578945e-219,0.788912720338846,0.782,0.676,1.59856977999343e-214,"0","hg19-CRYAB"
"hg19-EFEMP2",9.28157135078415e-219,0.637733100951276,0.752,0.668,1.67922188878387e-214,"0","hg19-EFEMP2"
"hg19-DYNLT1",1.91841861040623e-218,0.634705019232066,0.809,0.753,3.47080294994694e-214,"0","hg19-DYNLT1"
"hg19-AEBP1",9.65824865756294e-218,0.593563988322143,0.45,0.156,1.74737034712629e-213,"0","hg19-AEBP1"
"hg19-PLS3",3.0475125848375e-217,0.636854894032078,0.522,0.248,5.51355976848801e-213,"0","hg19-PLS3"
"hg19-RHOA",2.29873668796491e-216,0.493913210714269,0.957,0.971,4.15887441586612e-212,"0","hg19-RHOA"
"hg19-ZFAS1",1.14528927494736e-215,0.416497918752796,0.997,1,2.07205735623477e-211,"0","hg19-ZFAS1"
"hg19-NR4A2",1.42028884352435e-215,0.430188614969601,0.26,0.009,2.56958657570426e-211,"0","hg19-NR4A2"
"hg19-MT-ND5",3.89361619163571e-214,0.629240182865337,0.909,0.895,7.04433041390732e-210,"0","hg19-MT-ND5"
"hg19-PTGIS",1.20766008856676e-212,0.65776119880737,0.332,0.055,2.18489863223497e-208,"0","hg19-PTGIS"
"hg19-KLF2",1.35775633307007e-211,0.568722006203605,0.433,0.143,2.45645275779037e-207,"0","hg19-KLF2"
"hg19-PRSS3",4.26179850008182e-211,0.609772225234946,0.389,0.105,7.71044584634803e-207,"0","hg19-PRSS3"
"hg19-S100A10",2.24731779115246e-210,0.619692976474064,0.97,0.964,4.06584734775304e-206,"0","hg19-S100A10"
"hg19-C7orf50",4.82280994132737e-210,0.605523394391871,0.836,0.78,8.72542774584947e-206,"0","hg19-C7orf50"
"hg19-OSBPL8",8.07587428909845e-210,0.833435260458697,0.718,0.625,1.46108717638369e-205,"0","hg19-OSBPL8"
"hg19-TRIOBP",2.73319241163004e-208,0.643900501626023,0.626,0.447,4.94489171112107e-204,"0","hg19-TRIOBP"
"hg19-SDC4",2.57841768943823e-207,0.6638049302568,0.537,0.279,4.66487328373165e-203,"0","hg19-SDC4"
"hg19-MRPL33",3.98437017945339e-207,0.623867718654046,0.812,0.79,7.20852252866706e-203,"0","hg19-MRPL33"
"hg19-BIRC5",1.26639502639215e-205,0.810775527816842,0.256,0.012,2.29116188174868e-201,"0","hg19-BIRC5"
"hg19-GLS",1.52915099691265e-204,0.786862613541897,0.687,0.546,2.76653998361437e-200,"0","hg19-GLS"
"hg19-ARHGDIA",2.99269486439737e-204,0.591953682996549,0.824,0.775,5.41438354866773e-200,"0","hg19-ARHGDIA"
"hg19-PXDC1",7.19087624456322e-202,0.732364261395875,0.624,0.403,1.30097333016638e-197,"0","hg19-PXDC1"
"hg19-CAPNS1",3.70882452008218e-201,0.550335245676932,0.855,0.851,6.71000532173269e-197,"0","hg19-CAPNS1"
"hg19-P4HB",8.49871578309075e-201,0.546245781462609,0.954,0.968,1.53758765947678e-196,"0","hg19-P4HB"
"hg19-PHLDA1",1.44617930101715e-200,0.567801491181723,0.395,0.117,2.61642759140023e-196,"0","hg19-PHLDA1"
"hg19-SEPT9",1.01167574553222e-197,0.632373823317753,0.767,0.711,1.8303237588169e-193,"0","hg19-SEPT9"
"hg19-TPI1",5.84834040444294e-197,0.616210429953111,0.884,0.846,1.05808174597182e-192,"0","hg19-TPI1"
"hg19-BST1",7.13807581044555e-197,0.491393009875916,0.359,0.088,1.29142067562581e-192,"0","hg19-BST1"
