"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"hg19-CTSK",2.05700915505704e-155,0.49242788710133,0.564,0.257,3.72154096332919e-151,"1","hg19-CTSK"
"hg19-NNT",1.11974105107022e-154,0.399934124722654,0.548,0.253,2.02583550959624e-150,"1","hg19-NNT"
"hg19-HNRNPA1",2.4765266630377e-153,0.440037698124264,0.996,0.97,4.4805320387678e-149,"1","hg19-HNRNPA1"
"hg19-FAM213A",1.76805772537517e-152,0.298090304315464,0.673,0.239,3.19877003674876e-148,"1","hg19-FAM213A"
"hg19-CDKN2A",3.30436192694127e-152,0.528474623674125,0.816,0.54,5.97825159822214e-148,"1","hg19-CDKN2A"
"hg19-MMP2",2.16109544763168e-150,0.638440479337846,0.99,0.902,3.90985388385524e-146,"1","hg19-MMP2"
"hg19-HSD17B11",3.93504833757214e-150,0.260724886009362,0.308,0.079,7.11928945233552e-146,"1","hg19-HSD17B11"
"hg19-SOD2",6.16098194674846e-150,0.600300899146961,0.77,0.496,1.11464485380573e-145,"1","hg19-SOD2"
"hg19-ATP5A1",1.15894491715158e-149,0.458422081127462,0.957,0.768,2.09676314411063e-145,"1","hg19-ATP5A1"
"hg19-APEX1",1.44381792984524e-149,0.477655726621221,0.835,0.57,2.61215539867601e-145,"1","hg19-APEX1"
"hg19-CAT",4.28068257456902e-149,0.391385509564215,0.584,0.264,7.74461091391028e-145,"1","hg19-CAT"
"hg19-SNHG7",2.63780227485021e-148,0.506029925973903,0.907,0.703,4.77231187565899e-144,"1","hg19-SNHG7"
"hg19-GRN",1.57041636607325e-146,0.487942827680655,0.809,0.537,2.84119728949972e-142,"1","hg19-GRN"
"hg19-ANGPTL4",4.42904385654096e-146,0.398982292646166,0.596,0.269,8.01302614525391e-142,"1","hg19-ANGPTL4"
"hg19-EPS8",3.12188948469255e-144,0.424409459983201,0.659,0.361,5.64812245570576e-140,"1","hg19-EPS8"
"hg19-C6orf48",1.49216494178902e-143,0.393685260364073,0.997,0.96,2.6996248126847e-139,"1","hg19-C6orf48"
"hg19-HEBP1",3.83022658850221e-143,0.454450020185413,0.796,0.527,6.9296459439182e-139,"1","hg19-HEBP1"
"hg19-HSPB6",3.26189639802564e-142,0.567730957453323,0.963,0.835,5.90142296330799e-138,"1","hg19-HSPB6"
"hg19-IL1R1",1.76929185580484e-141,0.373643589624108,0.513,0.225,3.20100282552211e-137,"1","hg19-IL1R1"
"hg19-SESTD1",3.31463032820459e-141,0.362471633698435,0.507,0.229,5.99682918978774e-137,"1","hg19-SESTD1"
"hg19-TIMP4",4.10248324342622e-141,0.407989130455726,0.475,0.187,7.42221268400672e-137,"1","hg19-TIMP4"
"hg19-TFPI",3.72686593714113e-140,0.30961036067726,0.413,0.148,6.74264585347573e-136,"1","hg19-TFPI"
"hg19-FTL",1.70538835425581e-139,0.441873212966608,1,1,3.08538861051961e-135,"1","hg19-FTL"
"hg19-MMP14",8.20032515229219e-139,0.543950807522867,0.854,0.625,1.4836028265527e-134,"1","hg19-MMP14"
"hg19-TSPAN14",3.08105413526879e-138,0.416218142131612,0.612,0.314,5.57424314152829e-134,"1","hg19-TSPAN14"
"hg19-C15orf61",3.61307776182768e-138,0.475261792561052,0.824,0.578,6.53678028669865e-134,"1","hg19-C15orf61"
"hg19-H3F3A",5.40218240520701e-138,0.421723292989519,0.992,0.935,9.77362840750053e-134,"1","hg19-H3F3A"
"hg19-C3orf55",6.54079196707963e-138,0.438483080465041,0.666,0.37,1.18336008268405e-133,"1","hg19-C3orf55"
"hg19-SLIT3",3.77172675493363e-135,0.333840970855205,0.324,0.103,6.82380804502592e-131,"1","hg19-SLIT3"
"hg19-ERRFI1",1.20009031841914e-134,0.393042510220017,0.54,0.261,2.17120340408391e-130,"1","hg19-ERRFI1"
"hg19-WASF3",5.64686995356081e-133,0.353050574953443,0.516,0.244,1.02163171199822e-128,"1","hg19-WASF3"
"hg19-PCBP2",1.02621489719603e-132,0.389478588326571,0.981,0.898,1.85662799200706e-128,"1","hg19-PCBP2"
"hg19-SNTB2",1.68212698374546e-132,0.422584961385843,0.708,0.435,3.04330413899229e-128,"1","hg19-SNTB2"
"hg19-ITM2B",3.26973791557281e-132,0.517345927558203,0.888,0.65,5.91560983685433e-128,"1","hg19-ITM2B"
"hg19-SELENBP1",6.57215212170435e-132,0.280412558159346,0.322,0.105,1.18903376185875e-127,"1","hg19-SELENBP1"
"hg19-COL18A1",1.47261658482794e-131,0.377096012037987,0.475,0.216,2.6642579252707e-127,"1","hg19-COL18A1"
"hg19-PDGFRA",2.80069895840139e-131,0.567884297364674,0.734,0.434,5.0670245555398e-127,"1","hg19-PDGFRA"
"hg19-HADHA",3.33806795255133e-131,0.422373937971185,0.844,0.545,6.03923253975587e-127,"1","hg19-HADHA"
"hg19-C14orf132",4.3485217864852e-131,0.381606168844851,0.511,0.237,7.86734561610903e-127,"1","hg19-C14orf132"
"hg19-HNRNPA0",9.75944009242491e-130,0.422041908613543,0.818,0.555,1.76567790152152e-125,"1","hg19-HNRNPA0"
"hg19-COX6B1",9.99474749450626e-130,0.361246896566148,0.997,0.945,1.80824971670607e-125,"1","hg19-COX6B1"
"hg19-EIF3L",1.68586302462373e-129,0.407193201640114,0.98,0.906,3.05006338414926e-125,"1","hg19-EIF3L"
"hg19-DEPTOR",5.06738545250734e-128,0.287702541919862,0.308,0.092,9.16791376067627e-124,"1","hg19-DEPTOR"
"hg19-ANGPTL2",8.04557734731007e-128,0.343987414993286,0.545,0.259,1.45560585367534e-123,"1","hg19-ANGPTL2"
"hg19-AKR1C3",2.31925351626192e-127,0.351979761857652,0.421,0.166,4.19599346162106e-123,"1","hg19-AKR1C3"
"hg19-ASAH1",4.63310599710681e-125,0.413024566636106,0.696,0.409,8.38221536996564e-121,"1","hg19-ASAH1"
"hg19-WIPI1",5.92348813704949e-125,0.422877924271562,0.67,0.399,1.07167747375499e-120,"1","hg19-WIPI1"
"hg19-CAMLG",2.41333261675719e-124,0.437411144078014,0.859,0.651,4.36620137023711e-120,"1","hg19-CAMLG"
"hg19-CSF1",4.88765039108185e-124,0.334575230073434,0.466,0.207,8.84273708754528e-120,"1","hg19-CSF1"
"hg19-TMEM158",5.44457296827435e-124,0.297519677817728,0.292,0.087,9.85032141420196e-120,"1","hg19-TMEM158"
"hg19-NDUFA4",6.08418235234309e-124,0.452191496936285,0.995,0.959,1.10075027118591e-119,"1","hg19-NDUFA4"
"hg19-YBEY",7.85516561582513e-124,0.342566053654244,0.578,0.305,1.42115656321508e-119,"1","hg19-YBEY"
"hg19-TPGS1",1.37591683946464e-123,0.363833394161961,0.593,0.32,2.48930874595943e-119,"1","hg19-TPGS1"
"hg19-EMC3",1.98087840241708e-123,0.340843089969853,0.525,0.264,3.58380520565298e-119,"1","hg19-EMC3"
"hg19-ALDH1A3",2.03838090550437e-123,0.416694473357073,0.536,0.262,3.6878387342385e-119,"1","hg19-ALDH1A3"
"hg19-PMP22",2.72491103081833e-122,0.378008401739847,0.721,0.396,4.92990903695652e-118,"1","hg19-PMP22"
"hg19-HNMT",3.58495832166833e-122,0.306502723371751,0.348,0.123,6.48590659556234e-118,"1","hg19-HNMT"
"hg19-PPP1CC",4.14900215928377e-122,0.427583264488268,0.824,0.55,7.50637470657619e-118,"1","hg19-PPP1CC"
"hg19-EIF3G",1.71039406814875e-119,0.408447913657193,0.921,0.737,3.09444494809472e-115,"1","hg19-EIF3G"
"hg19-NDUFB5",2.64105675844103e-117,0.390352001204578,0.745,0.449,4.77819988737152e-113,"1","hg19-NDUFB5"
"hg19-GSTK1",6.6929301763923e-117,0.399020398385563,0.791,0.516,1.21088492751289e-112,"1","hg19-GSTK1"
"hg19-RAD21",1.88517249932753e-116,0.405483808585454,0.709,0.449,3.41065408578337e-112,"1","hg19-RAD21"
"hg19-CEBPD",1.3111100571084e-115,0.450150143823979,0.832,0.592,2.37206031532052e-111,"1","hg19-CEBPD"
"hg19-PHLDB1",1.59658307976569e-115,0.380781026791021,0.646,0.363,2.88853810791209e-111,"1","hg19-PHLDB1"
"hg19-CRYL1",2.03261464981044e-115,0.291882709884041,0.355,0.138,3.67740642443704e-111,"1","hg19-CRYL1"
"hg19-CYBRD1",2.45142534020792e-114,0.477619630923467,0.884,0.679,4.43511872550418e-110,"1","hg19-CYBRD1"
"hg19-DCTN2",2.32131808984712e-113,0.39100549303379,0.81,0.581,4.19972868815142e-109,"1","hg19-DCTN2"
"hg19-GAS1",3.73279273561682e-113,0.395433159662546,0.401,0.166,6.75336861727795e-109,"1","hg19-GAS1"
"hg19-EID1",4.95920980574877e-113,0.408464083274445,0.913,0.743,8.97220238056067e-109,"1","hg19-EID1"
"hg19-RDH5",9.05135269489606e-113,0.378095984423271,0.453,0.202,1.63757072956059e-108,"1","hg19-RDH5"
"hg19-AK3",1.15804159594695e-112,0.399644829509059,0.773,0.485,2.09512885538721e-108,"1","hg19-AK3"
"hg19-LEPROT",2.19789995337089e-112,0.418172025800242,0.82,0.591,3.97644059563862e-108,"1","hg19-LEPROT"
"hg19-NDUFS5",3.70643557418959e-112,0.472773202164466,0.961,0.838,6.70568324082381e-108,"1","hg19-NDUFS5"
"hg19-TMEM98",3.83289525218948e-112,0.334498512311682,0.495,0.242,6.9344740902612e-108,"1","hg19-TMEM98"
"hg19-WBP5",4.52308032135627e-112,0.540172175410418,0.866,0.698,8.18315691739776e-108,"1","hg19-WBP5"
"hg19-LAMTOR4",7.8582273342533e-112,0.395196165297955,0.955,0.821,1.42171048931311e-107,"1","hg19-LAMTOR4"
"hg19-ECH1",1.22029868092368e-111,0.371706767364332,0.63,0.346,2.20776437352713e-107,"1","hg19-ECH1"
"hg19-CHST2",1.23159140225954e-111,0.281808300298782,0.303,0.105,2.22819516496797e-107,"1","hg19-CHST2"
"hg19-PSMG2",1.35874161683521e-111,0.359844599575758,0.661,0.4,2.45823533317826e-107,"1","hg19-PSMG2"
"hg19-SLC25A6",4.65304030669095e-111,0.297381618692058,1,0.998,8.41828052286527e-107,"1","hg19-SLC25A6"
"hg19-LRRC8B",1.42815705768765e-110,0.285847888721999,0.329,0.126,2.5838217487685e-106,"1","hg19-LRRC8B"
"hg19-CAV1",1.64906045972916e-110,0.271520354206113,0.996,0.912,2.983480183742e-106,"1","hg19-CAV1"
"hg19-CHN1",9.72983529085947e-110,0.250499729936642,0.395,0.157,1.7603218008223e-105,"1","hg19-CHN1"
"hg19-PEBP1",3.9165696231881e-109,0.40341936306623,0.953,0.791,7.08585776227191e-105,"1","hg19-PEBP1"
"hg19-MT1X",4.39943717208117e-109,0.809796776902734,0.769,0.546,7.95946173172925e-105,"1","hg19-MT1X"
"hg19-PBX1",8.65993723563724e-109,0.333992400320654,0.605,0.333,1.56675584467149e-104,"1","hg19-PBX1"
"hg19-ANPEP",4.95777277531755e-108,0.390418967165217,0.708,0.447,8.96960250510452e-104,"1","hg19-ANPEP"
"hg19-ETFB",5.45095237973539e-108,0.431634918730569,0.792,0.51,9.86186304541727e-104,"1","hg19-ETFB"
"hg19-CORO1B",1.63891878480251e-107,0.336769014285551,0.583,0.331,2.9651318654647e-103,"1","hg19-CORO1B"
"hg19-VPS51",1.16428679327636e-106,0.342798707367065,0.638,0.377,2.10642766639558e-102,"1","hg19-VPS51"
"hg19-SDCBP",3.82514821953215e-106,0.380929264964068,0.776,0.502,6.92045815877757e-102,"1","hg19-SDCBP"
"hg19-HEXB",2.05607631647487e-105,0.290102467849112,0.441,0.205,3.71985327176634e-101,"1","hg19-HEXB"
"hg19-TSC22D1",2.5136074829967e-104,0.391902615578021,0.614,0.363,4.54761865823762e-100,"1","hg19-TSC22D1"
"hg19-VGLL3",3.83986213134536e-104,0.504918433357497,0.622,0.38,6.94707856803002e-100,"1","hg19-VGLL3"
"hg19-GULP1",6.78867310218634e-104,0.367097877133076,0.474,0.239,1.22820673764755e-99,"1","hg19-GULP1"
"hg19-RSL24D1",8.23229936242849e-104,0.383833960521067,0.866,0.672,1.48938760065056e-99,"1","hg19-RSL24D1"
"hg19-ARHGAP29",8.75954054323426e-104,0.410769969296644,0.575,0.326,1.58477607508194e-99,"1","hg19-ARHGAP29"
"hg19-STAT2",2.31222345712109e-103,0.297099602024401,0.523,0.27,4.18327467862348e-99,"1","hg19-STAT2"
"hg19-PTEN",2.74130999070911e-103,0.369797392268436,0.682,0.437,4.95957803519092e-99,"1","hg19-PTEN"
"hg19-ST13",1.10311935134201e-102,0.376719654801208,0.962,0.826,1.99576353044796e-98,"1","hg19-ST13"
"hg19-UBE2E3",6.37534066950818e-102,0.37200488310726,0.79,0.562,1.15342663392742e-97,"1","hg19-UBE2E3"
"hg19-FOXO3",1.56016116618952e-101,0.345234196333643,0.498,0.254,2.82264358187008e-97,"1","hg19-FOXO3"
"hg19-SMIM14",2.10872553770463e-101,0.361057103834929,0.713,0.472,3.81510624281521e-97,"1","hg19-SMIM14"
"hg19-QARS",4.65123104077725e-101,0.375784680818995,0.732,0.487,8.4150071989742e-97,"1","hg19-QARS"
"hg19-JAGN1",9.74014846893632e-101,0.359403025444677,0.641,0.399,1.76218766099996e-96,"1","hg19-JAGN1"
"hg19-RCN2",1.26358872121279e-100,0.370766179839697,0.807,0.577,2.28608471441818e-96,"1","hg19-RCN2"
"hg19-GBE1",1.93342636220316e-100,0.290710645802056,0.818,0.477,3.49795497449796e-96,"1","hg19-GBE1"
"hg19-SLC25A3",3.47373845373836e-100,0.300197943754348,0.998,0.974,6.28468761050343e-96,"1","hg19-SLC25A3"
"hg19-NNMT",3.87396146801739e-100,0.480258820026684,0.913,0.747,7.00877108793706e-96,"1","hg19-NNMT"
"hg19-TRIM22",1.07610858516111e-99,0.318139501701909,0.488,0.254,1.94689565227349e-95,"1","hg19-TRIM22"
"hg19-TLN2",2.20208895085846e-99,0.320605575436908,0.543,0.292,3.98401932989313e-95,"1","hg19-TLN2"
"hg19-TM2D1",3.24711672404252e-99,0.33297432611225,0.57,0.329,5.87468357713772e-95,"1","hg19-TM2D1"
"hg19-BNIP3L",1.96689062760319e-98,0.380641621408008,0.87,0.632,3.55849852345969e-94,"1","hg19-BNIP3L"
"hg19-C1QTNF1",4.03217874397628e-98,0.305206438025386,0.404,0.185,7.29501778360189e-94,"1","hg19-C1QTNF1"
"hg19-SIX1",5.14042179158183e-98,0.298410781323314,0.419,0.196,9.30005110532985e-94,"1","hg19-SIX1"
"hg19-FBN1",1.60942918348307e-97,0.463881242065289,0.928,0.784,2.91177927875758e-93,"1","hg19-FBN1"
"hg19-DPP7",4.59060829296066e-97,0.349416113807596,0.724,0.463,8.30532852362443e-93,"1","hg19-DPP7"
"hg19-GLUL",1.06020366045004e-96,0.362384415643204,0.686,0.402,1.91812046248621e-92,"1","hg19-GLUL"
"hg19-PEAK1",1.50618483466182e-96,0.343262773517234,0.617,0.356,2.72498960287016e-92,"1","hg19-PEAK1"
"hg19-PLD3",3.21470254691857e-95,0.374524083079513,0.783,0.555,5.81603984788508e-91,"1","hg19-PLD3"
"hg19-TCEAL3",1.05975372057195e-94,0.374806664361653,0.693,0.449,1.91730643125877e-90,"1","hg19-TCEAL3"
"hg19-DDX5",1.65891417247579e-94,0.368775674149992,0.93,0.751,3.00130752084319e-90,"1","hg19-DDX5"
"hg19-VKORC1",2.31586214677963e-94,0.400532765548177,0.9,0.758,4.18985779595371e-90,"1","hg19-VKORC1"
"hg19-FOXN3",2.46064799127822e-94,0.340739481730932,0.633,0.39,4.45180434582055e-90,"1","hg19-FOXN3"
"hg19-LGALS3BP",4.35904593254231e-94,0.332025569203511,0.727,0.464,7.88638590115555e-90,"1","hg19-LGALS3BP"
"hg19-FAP",2.53887138836968e-93,0.284052866204676,0.451,0.214,4.59332611583843e-89,"1","hg19-FAP"
"hg19-GPD1L",4.73109844838382e-93,0.250482332670318,0.357,0.161,8.55950331281601e-89,"1","hg19-GPD1L"
"hg19-EIF3D",2.47976491159575e-92,0.358605375708678,0.866,0.657,4.48639067805903e-88,"1","hg19-EIF3D"
"hg19-MRPS21",6.38095216151395e-91,0.341072375056077,0.949,0.836,1.1544418650611e-86,"1","hg19-MRPS21"
"hg19-ING2",3.40571038048595e-90,0.291192488596003,0.469,0.245,6.16161122037518e-86,"1","hg19-ING2"
"hg19-SEPT7",4.05966906360124e-90,0.402863888440893,0.838,0.654,7.34475326986737e-86,"1","hg19-SEPT7"
"hg19-SAMM50",4.66272853288529e-90,0.303089597936599,0.609,0.347,8.43580846169606e-86,"1","hg19-SAMM50"
"hg19-CYB5A",5.44583610205947e-90,0.259594088839592,0.877,0.602,9.85260667584599e-86,"1","hg19-CYB5A"
"hg19-PTPRG",1.03150757763325e-89,0.29360566779422,0.553,0.309,1.86620350945407e-85,"1","hg19-PTPRG"
"hg19-TUFM",2.16023777161813e-89,0.339193710167759,0.78,0.526,3.90830217641152e-85,"1","hg19-TUFM"
"hg19-TMEM97",1.33512134121235e-88,0.259112196430787,0.409,0.197,2.41550153052139e-84,"1","hg19-TMEM97"
"hg19-PKDCC",2.55598670207447e-88,0.276634051219773,0.429,0.213,4.62429114139313e-84,"1","hg19-PKDCC"
"hg19-ADH5",5.1100631242143e-88,0.355742322988603,0.791,0.579,9.24512620432852e-84,"1","hg19-ADH5"
"hg19-DNAJC4",5.59022559247478e-88,0.314128815751179,0.682,0.44,1.01138361419054e-83,"1","hg19-DNAJC4"
"hg19-USP33",6.48291640758111e-88,0.274931111351105,0.503,0.272,1.17288923645957e-83,"1","hg19-USP33"
"hg19-ABHD14A",6.51724172477311e-88,0.270228704073788,0.49,0.253,1.17909937284595e-83,"1","hg19-ABHD14A"
"hg19-SLC25A5",9.1136051048081e-88,0.377379715336784,0.956,0.845,1.64883343556188e-83,"1","hg19-SLC25A5"
"hg19-LHFP",1.12614949802192e-87,0.280367025300203,0.481,0.252,2.03742967182126e-83,"1","hg19-LHFP"
"hg19-DHCR24",6.96292500897272e-87,0.282753066149708,0.686,0.38,1.25973239262334e-82,"1","hg19-DHCR24"
"hg19-HADHB",1.06699509142473e-86,0.317452990676825,0.64,0.392,1.93040751940563e-82,"1","hg19-HADHB"
"hg19-PEMT",6.59841139376554e-86,0.315677003307667,0.625,0.371,1.19378458936006e-81,"1","hg19-PEMT"
"hg19-GDI2",6.66798634825615e-86,0.342249700000012,0.86,0.669,1.2063720901265e-81,"1","hg19-GDI2"
"hg19-NDUFB11",5.94979859439406e-85,0.331561077535918,0.925,0.754,1.07643756169777e-80,"1","hg19-NDUFB11"
"hg19-HSPG2",8.16008710499044e-85,0.368605677197428,0.94,0.763,1.47632295903487e-80,"1","hg19-HSPG2"
"hg19-MRPL10",1.26105395630803e-84,0.275289873756923,0.517,0.292,2.28149881775249e-80,"1","hg19-MRPL10"
"hg19-ZCCHC24",1.28461545177998e-84,0.308003723592451,0.554,0.337,2.32412627536034e-80,"1","hg19-ZCCHC24"
"hg19-PAM",1.34585451100217e-84,0.352582611256407,0.734,0.493,2.43491998130512e-80,"1","hg19-PAM"
"hg19-CTHRC1",2.6302640603129e-84,0.784488095223467,0.65,0.424,4.7586737379181e-80,"1","hg19-CTHRC1"
"hg19-PSMA4",4.8744154923842e-83,0.326590363181364,0.652,0.426,8.8187925088215e-79,"1","hg19-PSMA4"
"hg19-SPOCK1",5.85925150915431e-83,0.396061015533744,0.9,0.744,1.0600557830362e-78,"1","hg19-SPOCK1"
"hg19-CLNS1A",7.96063238933356e-83,0.281882878961789,0.623,0.387,1.44023761187823e-78,"1","hg19-CLNS1A"
"hg19-SCRN2",2.3161002857058e-82,0.296672607399785,0.538,0.297,4.19028863689893e-78,"1","hg19-SCRN2"
"hg19-PSME1",3.11970349405893e-82,0.315359270851295,0.693,0.468,5.64416756145142e-78,"1","hg19-PSME1"
"hg19-PRDX4",4.07316001332051e-82,0.382436675448359,0.712,0.502,7.36916109609947e-78,"1","hg19-PRDX4"
"hg19-ZFP36L2",9.53427445944601e-81,0.423379208100279,0.649,0.448,1.72494093520297e-76,"1","hg19-ZFP36L2"
"hg19-PGLS",5.78891908496327e-80,0.332732389058072,0.927,0.782,1.04733124085156e-75,"1","hg19-PGLS"
"hg19-EPAS1",2.1805031005604e-79,0.354027494216402,0.785,0.57,3.94496620953387e-75,"1","hg19-EPAS1"
"hg19-PSMB5",4.03211765375944e-79,0.336693333682606,0.932,0.76,7.29490725918157e-75,"1","hg19-PSMB5"
"hg19-EIF3F",8.32921651187198e-79,0.256900835734754,0.998,0.98,1.50692185132788e-74,"1","hg19-EIF3F"
"hg19-CD63",7.77227791180325e-78,0.530676922038978,0.994,0.964,1.40616051980344e-73,"1","hg19-CD63"
"hg19-TMEM256",9.25763895839734e-78,0.312849589191327,0.828,0.58,1.67489204035325e-73,"1","hg19-TMEM256"
"hg19-ACOT13",1.11643377072711e-77,0.275664842975031,0.504,0.296,2.01985197799949e-73,"1","hg19-ACOT13"
"hg19-SAT1",1.37030522987445e-77,0.54046533065957,0.937,0.803,2.47915622188886e-73,"1","hg19-SAT1"
"hg19-HEXA",2.06824083457914e-77,0.251911668271942,0.494,0.28,3.74186131792058e-73,"1","hg19-HEXA"
"hg19-PRCP",4.22143200801472e-77,0.258409653622307,0.467,0.256,7.63741478890023e-73,"1","hg19-PRCP"
"hg19-PDK4",8.22067338583073e-77,0.286467643883524,0.36,0.17,1.48728422896449e-72,"1","hg19-PDK4"
"hg19-TUBA1A",1.1403445843102e-75,0.40099506097052,0.711,0.506,2.06311142193401e-71,"1","hg19-TUBA1A"
"hg19-ARF5",2.39116934985967e-75,0.250023335911782,0.518,0.302,4.32610358776611e-71,"1","hg19-ARF5"
"hg19-DRAM2",5.46862430472519e-75,0.250270609790672,0.514,0.297,9.89383509210881e-71,"1","hg19-DRAM2"
"hg19-ATP1B1",1.72632309660463e-74,0.415321237722511,0.329,0.147,3.1232637463771e-70,"1","hg19-ATP1B1"
"hg19-FEZ2",2.07065671643587e-74,0.323900747010175,0.662,0.449,3.74623213137577e-70,"1","hg19-FEZ2"
"hg19-KLHDC8B",7.79323704236722e-74,0.254254292293095,0.503,0.27,1.40995244570508e-69,"1","hg19-KLHDC8B"
"hg19-NRP2",1.74624117774689e-73,0.266492330408955,0.537,0.309,3.15929953877966e-69,"1","hg19-NRP2"
"hg19-ADAMTS2",1.45017828522858e-71,0.314932265785301,0.851,0.671,2.62366255363555e-67,"1","hg19-ADAMTS2"
"hg19-EBPL",7.10063185886246e-71,0.268580214644392,0.638,0.413,1.2846463159054e-66,"1","hg19-EBPL"
"hg19-CMTM3",2.8535545242419e-70,0.260616388618351,0.541,0.333,5.16265084525844e-66,"1","hg19-CMTM3"
"hg19-PISD",3.68297171213574e-70,0.254666253296894,0.459,0.257,6.66323242159597e-66,"1","hg19-PISD"
"hg19-IREB2",4.02537127508442e-70,0.25255851409761,0.465,0.269,7.28270171088273e-66,"1","hg19-IREB2"
"hg19-MFGE8",2.97273791775202e-69,0.260457010471826,0.875,0.663,5.37827744079695e-65,"1","hg19-MFGE8"
"hg19-CD164",3.0132192244135e-69,0.316857835547347,0.873,0.661,5.45151622080891e-65,"1","hg19-CD164"
"hg19-FAM162A",3.44230335535875e-69,0.275911627302591,0.556,0.347,6.22781523051505e-65,"1","hg19-FAM162A"
"hg19-TNFAIP8",2.13762667803951e-68,0.250121957082066,0.409,0.224,3.86739418590908e-64,"1","hg19-TNFAIP8"
"hg19-TP53TG1",3.09105481513374e-68,0.283763622278431,0.678,0.48,5.59233637153996e-64,"1","hg19-TP53TG1"
"hg19-TBC1D16",1.80296091052859e-67,0.255257647980233,0.523,0.309,3.26191687932832e-63,"1","hg19-TBC1D16"
"hg19-PDE4DIP",2.27024447441259e-67,0.256576504265445,0.585,0.373,4.10732630310726e-63,"1","hg19-PDE4DIP"
"hg19-NAP1L1",5.689095312728e-67,0.26480968372363,0.993,0.967,1.02927112397875e-62,"1","hg19-NAP1L1"
"hg19-GAMT",1.28128441896905e-66,0.281357213555478,0.645,0.424,2.31809977079881e-62,"1","hg19-GAMT"
"hg19-CLTA",4.26203680963084e-66,0.28147049907805,0.954,0.855,7.71087699598412e-62,"1","hg19-CLTA"
"hg19-RPAIN",9.46816381979513e-66,0.268577284506,0.605,0.399,1.71298019827733e-61,"1","hg19-RPAIN"
"hg19-SSH2",1.40299115553648e-65,0.25635938933125,0.547,0.346,2.5382915985966e-61,"1","hg19-SSH2"
"hg19-IFITM3",5.09104221564988e-65,0.355243301600739,0.993,0.95,9.21071357655377e-61,"1","hg19-IFITM3"
"hg19-RAD23B",3.2475183687741e-64,0.37052390986971,0.813,0.661,5.87541023278611e-60,"1","hg19-RAD23B"
"hg19-TMEM66",4.47452760398524e-64,0.277131428974923,0.805,0.607,8.09531534113009e-60,"1","hg19-TMEM66"
"hg19-EIF3K",2.47152612856679e-63,0.260542138028214,0.982,0.905,4.47148507180303e-59,"1","hg19-EIF3K"
"hg19-MRPS6",3.64821012372748e-63,0.306860737286213,0.593,0.398,6.60034175584776e-59,"1","hg19-MRPS6"
"hg19-PRDX2",5.0820621400753e-63,0.28939404657176,0.761,0.543,9.19446682382424e-59,"1","hg19-PRDX2"
"hg19-PGRMC1",1.1229851296808e-62,0.260844506489513,0.722,0.47,2.0317046966185e-58,"1","hg19-PGRMC1"
"hg19-ERP29",1.30534455967189e-62,0.272077766339234,0.781,0.589,2.36162937735838e-58,"1","hg19-ERP29"
"hg19-CCT4",1.41521589280066e-62,0.27059764766033,0.731,0.531,2.56040859325495e-58,"1","hg19-CCT4"
"hg19-TMEM59",2.30914283561276e-62,0.291931157044563,0.681,0.481,4.17770121819061e-58,"1","hg19-TMEM59"
"hg19-AHCYL1",3.05739778778763e-62,0.276959447213629,0.71,0.511,5.53144407766538e-58,"1","hg19-AHCYL1"
"hg19-BSG",1.36071617285243e-61,0.306800952970705,0.956,0.839,2.46180769992462e-57,"1","hg19-BSG"
"hg19-RAB18",2.46725987370072e-61,0.27058322941588,0.626,0.437,4.46376656349934e-57,"1","hg19-RAB18"
"hg19-HMGN3",7.08705412433533e-61,0.270520832345062,0.806,0.579,1.28218983217475e-56,"1","hg19-HMGN3"
"hg19-PLAC9",8.91481637293895e-60,0.600499113092309,0.849,0.737,1.61286857819211e-55,"1","hg19-PLAC9"
"hg19-SSB",1.14483345044044e-59,0.253324336603212,0.645,0.437,2.07123267853684e-55,"1","hg19-SSB"
"hg19-LYRM4",1.49569562994714e-59,0.265023338945092,0.76,0.57,2.70601253370036e-55,"1","hg19-LYRM4"
"hg19-PNISR",1.96182432036166e-59,0.256150455420536,0.721,0.52,3.54933256039832e-55,"1","hg19-PNISR"
"hg19-NUDT14",2.68313624900277e-59,0.281605737238063,0.543,0.335,4.85433010169582e-55,"1","hg19-NUDT14"
"hg19-RBPMS",1.52567168773362e-58,0.301505512398297,0.728,0.559,2.76024521744766e-54,"1","hg19-RBPMS"
"hg19-ZMAT3",5.56765119780202e-58,0.296649934825396,0.791,0.614,1.00729945470634e-53,"1","hg19-ZMAT3"
"hg19-TIMP2",6.69691899969598e-58,0.25734284330643,0.989,0.923,1.211606585425e-53,"1","hg19-TIMP2"
"hg19-BLVRB",1.20393742698364e-57,0.263240909667098,0.621,0.419,2.1781635928988e-53,"1","hg19-BLVRB"
"hg19-OSTC",2.25617818749757e-57,0.266101150256765,0.928,0.827,4.0818775768206e-53,"1","hg19-OSTC"
"hg19-ZNF428",3.19215792855492e-57,0.262578164358657,0.751,0.559,5.77525212434155e-53,"1","hg19-ZNF428"
"hg19-PPP1CB",1.77760016637471e-56,0.326426797879214,0.801,0.622,3.21603422100513e-52,"1","hg19-PPP1CB"
"hg19-DPYSL2",1.04162888808372e-55,0.286624540780948,0.879,0.749,1.88451498432106e-51,"1","hg19-DPYSL2"
