"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"mm10-Hmga2",0,2.26466757391813,0.992,0.453,0,"0","mm10-Hmga2"
"mm10-Tuba1b",0,1.82401378099083,0.998,0.923,0,"0","mm10-Tuba1b"
"mm10-Rpl12",0,1.57239097883233,1,0.999,0,"0","mm10-Rpl12"
"mm10-Anxa3",0,1.47971065314193,0.911,0.253,0,"0","mm10-Anxa3"
"mm10-Tnfrsf12a",0,1.44546126571811,0.987,0.609,0,"0","mm10-Tnfrsf12a"
"mm10-Tmsb4x",0,1.34469987369833,1,0.91,0,"0","mm10-Tmsb4x"
"mm10-Hsp90aa1",0,1.32715114326381,0.98,0.773,0,"0","mm10-Hsp90aa1"
"mm10-Rps12",0,1.31558575130164,1,0.999,0,"0","mm10-Rps12"
"mm10-Cenpa",0,1.31178831014342,0.837,0.212,0,"0","mm10-Cenpa"
"mm10-Birc5",0,1.30458817722653,0.888,0.269,0,"0","mm10-Birc5"
"mm10-Ppp1r14b",0,1.28821302395067,1,0.932,0,"0","mm10-Ppp1r14b"
"mm10-Gsto1",0,1.2874998212535,0.942,0.561,0,"0","mm10-Gsto1"
"mm10-Ncl",0,1.27674740636066,0.987,0.794,0,"0","mm10-Ncl"
"mm10-Hdgf",0,1.27299408869154,0.997,0.851,0,"0","mm10-Hdgf"
"mm10-Ccnd1",0,1.26116025125363,0.95,0.464,0,"0","mm10-Ccnd1"
"mm10-Ube2s",0,1.22299390197084,0.976,0.756,0,"0","mm10-Ube2s"
"mm10-Tuba1a",0,1.21058445131275,0.989,0.82,0,"0","mm10-Tuba1a"
"mm10-Zyx",0,1.18768891734443,0.966,0.63,0,"0","mm10-Zyx"
"mm10-Timp1",0,1.15233544326271,0.97,0.661,0,"0","mm10-Timp1"
"mm10-Txn1",0,1.14678099905558,1,0.956,0,"0","mm10-Txn1"
"mm10-Tnnt2",0,1.13246981242403,0.759,0.02,0,"0","mm10-Tnnt2"
"mm10-Tpm1",0,1.08806889669827,0.993,0.82,0,"0","mm10-Tpm1"
"mm10-Lce1g",0,1.08132601144929,0.507,0.007,0,"0","mm10-Lce1g"
"mm10-S100a6",0,1.0769264550866,1,0.993,0,"0","mm10-S100a6"
"mm10-Npm1",0,1.07413947016031,1,0.993,0,"0","mm10-Npm1"
"mm10-Odc1",0,1.07281197192548,0.927,0.526,0,"0","mm10-Odc1"
"mm10-Ptma",0,1.06618963364446,1,0.993,0,"0","mm10-Ptma"
"mm10-2700094K13Rik",0,1.06247894502796,0.962,0.611,0,"0","mm10-2700094K13Rik"
"mm10-Hist1h2ap",0,1.04392595749947,0.624,0.165,0,"0","mm10-Hist1h2ap"
"mm10-Ran",0,1.03913068029726,1,0.949,0,"0","mm10-Ran"
"mm10-Rplp1",0,1.03527452669031,1,1,0,"0","mm10-Rplp1"
"mm10-Set",0,1.03312324633009,0.994,0.877,0,"0","mm10-Set"
"mm10-Serbp1",0,1.03164949522354,0.999,0.977,0,"0","mm10-Serbp1"
"mm10-Anxa1",0,1.02823013041693,0.97,0.741,0,"0","mm10-Anxa1"
"mm10-Esd",0,1.02511556498523,0.969,0.832,0,"0","mm10-Esd"
"mm10-Rpsa",0,1.02047361016054,1,1,0,"0","mm10-Rpsa"
"mm10-Nop56",0,1.00648012929283,0.887,0.377,0,"0","mm10-Nop56"
"mm10-Pdap1",0,1.00445732662948,0.994,0.889,0,"0","mm10-Pdap1"
"mm10-Pkm",0,1.00061953950192,0.995,0.906,0,"0","mm10-Pkm"
"mm10-Bdnf",0,0.998481988907774,0.778,0.154,0,"0","mm10-Bdnf"
"mm10-Akr1b3",0,0.993463953578793,0.904,0.549,0,"0","mm10-Akr1b3"
"mm10-Tm4sf1",0,0.986035414239929,0.942,0.524,0,"0","mm10-Tm4sf1"
"mm10-Actg1",0,0.983746226536941,0.999,0.986,0,"0","mm10-Actg1"
"mm10-Gapdh",0,0.980149658021266,1,0.996,0,"0","mm10-Gapdh"
"mm10-Snrpg",0,0.976949114544365,1,0.985,0,"0","mm10-Snrpg"
"mm10-Hsp90ab1",0,0.975901092271299,1,0.999,0,"0","mm10-Hsp90ab1"
"mm10-Eif5a",0,0.972300124205971,1,0.986,0,"0","mm10-Eif5a"
"mm10-Cks2",0,0.966567700947974,0.91,0.561,0,"0","mm10-Cks2"
"mm10-Tagln2",0,0.962440501278536,0.97,0.709,0,"0","mm10-Tagln2"
"mm10-Ngfrap1",0,0.960493053064194,0.858,0.512,0,"0","mm10-Ngfrap1"
"mm10-Ube2c",0,0.955931594274394,0.769,0.311,0,"0","mm10-Ube2c"
"mm10-Mpp6",0,0.945309947459229,0.84,0.296,0,"0","mm10-Mpp6"
"mm10-Lyar",0,0.937769895337974,0.902,0.534,0,"0","mm10-Lyar"
"mm10-Dstn",0,0.935990836757839,0.991,0.897,0,"0","mm10-Dstn"
"mm10-Ybx1",0,0.934518937800065,1,0.995,0,"0","mm10-Ybx1"
"mm10-Rpl30",0,0.929474050744386,1,0.999,0,"0","mm10-Rpl30"
"mm10-Rpl5",0,0.928929325169215,1,0.985,0,"0","mm10-Rpl5"
"mm10-S100a4",0,0.928347633912787,1,0.912,0,"0","mm10-S100a4"
"mm10-Ccl7",0,0.927230798054458,0.859,0.387,0,"0","mm10-Ccl7"
"mm10-Tuba1c",0,0.926008976009553,0.805,0.37,0,"0","mm10-Tuba1c"
"mm10-Nap1l1",0,0.914838615411159,0.988,0.827,0,"0","mm10-Nap1l1"
"mm10-Prkg2",0,0.896491687883691,0.781,0.22,0,"0","mm10-Prkg2"
"mm10-Ranbp1",0,0.88650793068658,0.999,0.939,0,"0","mm10-Ranbp1"
"mm10-Hnrnpab",0,0.885675898932561,0.987,0.801,0,"0","mm10-Hnrnpab"
"mm10-Phgdh",0,0.883330833844896,0.891,0.555,0,"0","mm10-Phgdh"
"mm10-Ddx39",0,0.875103925402266,0.792,0.335,0,"0","mm10-Ddx39"
"mm10-Rps21",0,0.874936804683694,1,0.999,0,"0","mm10-Rps21"
"mm10-Anp32b",0,0.874904629622571,0.992,0.859,0,"0","mm10-Anp32b"
"mm10-Rps20",0,0.874390150085693,1,0.999,0,"0","mm10-Rps20"
"mm10-Cdv3",0,0.872930603355785,0.943,0.638,0,"0","mm10-Cdv3"
"mm10-Actn4",0,0.866180086260414,0.893,0.488,0,"0","mm10-Actn4"
"mm10-Banf1",0,0.861018327286259,0.983,0.785,0,"0","mm10-Banf1"
"mm10-Ldha",0,0.860764421061427,0.984,0.841,0,"0","mm10-Ldha"
"mm10-Rps27l",0,0.851597214879957,1,0.998,0,"0","mm10-Rps27l"
"mm10-Nhp2",0,0.842927030386999,0.988,0.794,0,"0","mm10-Nhp2"
"mm10-Phlda1",0,0.835682424860712,0.84,0.414,0,"0","mm10-Phlda1"
"mm10-Ptges3",0,0.827456292782934,0.985,0.797,0,"0","mm10-Ptges3"
"mm10-Ddx18",0,0.821421916101416,0.89,0.552,0,"0","mm10-Ddx18"
"mm10-Fosl1",0,0.81645115409224,0.68,0.086,0,"0","mm10-Fosl1"
"mm10-Capg",0,0.815733960321186,0.881,0.501,0,"0","mm10-Capg"
"mm10-Eef1b2",0,0.811423639717551,1,0.997,0,"0","mm10-Eef1b2"
"mm10-Cdca3",0,0.811401784250838,0.833,0.265,0,"0","mm10-Cdca3"
"mm10-Rpl22",0,0.809583559616741,1,0.997,0,"0","mm10-Rpl22"
"mm10-Psma7",0,0.800909170761212,0.995,0.952,0,"0","mm10-Psma7"
"mm10-Ier3",0,0.800344070407229,0.693,0.159,0,"0","mm10-Ier3"
"mm10-H2afz",0,0.798448327207677,0.998,0.97,0,"0","mm10-H2afz"
"mm10-Cks1b",0,0.793961289713174,0.986,0.863,0,"0","mm10-Cks1b"
"mm10-Rps12-ps3",0,0.786926372330642,0.997,0.952,0,"0","mm10-Rps12-ps3"
"mm10-Pabpc1",0,0.784312050660506,0.999,0.978,0,"0","mm10-Pabpc1"
"mm10-Bola2",0,0.780149308867206,0.982,0.841,0,"0","mm10-Bola2"
"mm10-Bcat1",0,0.778734807330265,0.734,0.153,0,"0","mm10-Bcat1"
"mm10-Cdc34",0,0.768026295965362,0.932,0.611,0,"0","mm10-Cdc34"
"mm10-Lockd",0,0.76406485752339,0.751,0.205,0,"0","mm10-Lockd"
"mm10-Erh",0,0.763316633513353,0.999,0.953,0,"0","mm10-Erh"
"mm10-Nop58",0,0.762019541494646,0.816,0.347,0,"0","mm10-Nop58"
"mm10-Rps2",0,0.761583899449668,1,0.999,0,"0","mm10-Rps2"
"mm10-Psmd7",0,0.761300278019413,0.951,0.764,0,"0","mm10-Psmd7"
"mm10-Serpine1",0,0.761054548358778,0.694,0.167,0,"0","mm10-Serpine1"
"mm10-Ercc1",0,0.757669134763478,0.779,0.273,0,"0","mm10-Ercc1"
"mm10-Abracl",0,0.755918296804364,0.955,0.772,0,"0","mm10-Abracl"
"mm10-Rpl36al",0,0.751722157238838,1,0.989,0,"0","mm10-Rpl36al"
"mm10-Gnb2l1",0,0.745126025861544,1,0.996,0,"0","mm10-Gnb2l1"
"mm10-Sms",0,0.742194417978997,0.821,0.394,0,"0","mm10-Sms"
"mm10-Lmna",0,0.740529628797608,0.983,0.86,0,"0","mm10-Lmna"
"mm10-Klhdc8a",0,0.737133293374805,0.62,0.063,0,"0","mm10-Klhdc8a"
"mm10-Tmsb10",0,0.730037236706105,1,0.993,0,"0","mm10-Tmsb10"
"mm10-Dut",0,0.729710249272131,0.953,0.666,0,"0","mm10-Dut"
"mm10-Nme1",0,0.728188731632829,0.999,0.964,0,"0","mm10-Nme1"
"mm10-Tubb6",0,0.727275515351583,0.81,0.357,0,"0","mm10-Tubb6"
"mm10-U2af1",0,0.726916811464743,0.981,0.816,0,"0","mm10-U2af1"
"mm10-Ube2i",0,0.72608208112119,0.993,0.909,0,"0","mm10-Ube2i"
"mm10-Ccdc34",0,0.722988333973238,0.967,0.767,0,"0","mm10-Ccdc34"
"mm10-Rps8",0,0.722974983866808,1,1,0,"0","mm10-Rps8"
"mm10-Srm",0,0.722046228958453,0.909,0.576,0,"0","mm10-Srm"
"mm10-Oaf",0,0.720420209336059,0.895,0.598,0,"0","mm10-Oaf"
"mm10-2810417H13Rik",0,0.716136863153662,0.949,0.317,0,"0","mm10-2810417H13Rik"
"mm10-Hint1",0,0.710086442445562,1,0.997,0,"0","mm10-Hint1"
"mm10-Fscn1",0,0.707051223023921,0.906,0.584,0,"0","mm10-Fscn1"
"mm10-Hells",0,0.704245638029573,0.803,0.354,0,"0","mm10-Hells"
"mm10-Phf5a",0,0.699476114531918,0.949,0.688,0,"0","mm10-Phf5a"
"mm10-Eif5b",0,0.69878654917316,0.965,0.763,0,"0","mm10-Eif5b"
"mm10-Cacybp",0,0.698118753329373,0.94,0.678,0,"0","mm10-Cacybp"
"mm10-Tes",0,0.697017350366203,0.667,0.093,0,"0","mm10-Tes"
"mm10-Pa2g4",0,0.694740420778557,0.809,0.413,0,"0","mm10-Pa2g4"
"mm10-Tomm20",0,0.6902585720521,0.996,0.947,0,"0","mm10-Tomm20"
"mm10-Marcksl1",0,0.689381751947597,0.886,0.5,0,"0","mm10-Marcksl1"
"mm10-Eif6",0,0.685818900962204,0.912,0.657,0,"0","mm10-Eif6"
"mm10-Pttg1",0,0.685249554412332,0.702,0.239,0,"0","mm10-Pttg1"
"mm10-Tpm4",0,0.679308785571539,0.993,0.885,0,"0","mm10-Tpm4"
"mm10-Sfr1",0,0.677570408389175,0.983,0.903,0,"0","mm10-Sfr1"
"mm10-Dph3",0,0.67604160843542,0.934,0.669,0,"0","mm10-Dph3"
"mm10-Snrpf",0,0.670689691043826,0.994,0.922,0,"0","mm10-Snrpf"
"mm10-Rwdd1",0,0.667681100121541,0.979,0.842,0,"0","mm10-Rwdd1"
"mm10-Ybx3",0,0.66674916280859,0.931,0.62,0,"0","mm10-Ybx3"
"mm10-Cfl1",0,0.663643383166933,1,0.993,0,"0","mm10-Cfl1"
"mm10-Lsm5",0,0.661149659801006,0.993,0.929,0,"0","mm10-Lsm5"
"mm10-Snrpe",0,0.65674102350782,0.997,0.956,0,"0","mm10-Snrpe"
"mm10-Tcp1",0,0.650536067553275,0.946,0.748,0,"0","mm10-Tcp1"
"mm10-Cenpw",0,0.650492351493915,0.866,0.46,0,"0","mm10-Cenpw"
"mm10-Rpl7a",0,0.649258220342583,1,0.993,0,"0","mm10-Rpl7a"
"mm10-Ywhaz",0,0.645864044797607,0.972,0.784,0,"0","mm10-Ywhaz"
"mm10-Ddx21",0,0.643189448664432,0.779,0.357,0,"0","mm10-Ddx21"
"mm10-Tpt1",0,0.6423026352971,1,0.999,0,"0","mm10-Tpt1"
"mm10-Mif",0,0.629526283172264,1,0.985,0,"0","mm10-Mif"
"mm10-Grem1",0,0.629271417445543,0.582,0.127,0,"0","mm10-Grem1"
"mm10-Eif2s2",0,0.627014767228657,0.997,0.954,0,"0","mm10-Eif2s2"
"mm10-Rpl35a",0,0.626547330321446,1,0.999,0,"0","mm10-Rpl35a"
"mm10-Ppa1",0,0.623081131336549,0.785,0.364,0,"0","mm10-Ppa1"
"mm10-Hbegf",0,0.613540148790511,0.515,0.041,0,"0","mm10-Hbegf"
"mm10-Rps17",0,0.603412343491669,1,0.998,0,"0","mm10-Rps17"
"mm10-Rps24",0,0.589722980967413,1,0.999,0,"0","mm10-Rps24"
"mm10-Prelid1",0,0.589637141904131,0.999,0.973,0,"0","mm10-Prelid1"
"mm10-Pdlim1",0,0.588222634728361,0.694,0.264,0,"0","mm10-Pdlim1"
"mm10-Ccnb2",0,0.580007248385955,0.565,0.128,0,"0","mm10-Ccnb2"
"mm10-Gm26917",0,0.578054286458078,0.709,0.261,0,"0","mm10-Gm26917"
"mm10-Rpl37",0,0.564303894264494,1,0.999,0,"0","mm10-Rpl37"
"mm10-Gnas",0,0.539905724650982,1,0.996,0,"0","mm10-Gnas"
"mm10-Rpl18",0,0.530840365336679,1,0.997,0,"0","mm10-Rpl18"
"mm10-Rplp2",0,0.529210292608647,1,1,0,"0","mm10-Rplp2"
"mm10-Arl4c",0,0.528815427664964,0.539,0.061,0,"0","mm10-Arl4c"
"mm10-Rpl15",0,0.504234000545466,0.998,0.986,0,"0","mm10-Rpl15"
"mm10-Inhba",0,0.496110829396589,0.461,0.037,0,"0","mm10-Inhba"
"mm10-Hmga1",0,0.493489409101409,0.496,0.057,0,"0","mm10-Hmga1"
"mm10-Steap1",0,0.493072592276802,0.532,0.106,0,"0","mm10-Steap1"
"mm10-Rps25",0,0.489314361248549,1,0.999,0,"0","mm10-Rps25"
"mm10-Rpl23a",0,0.487052569506178,1,1,0,"0","mm10-Rpl23a"
"mm10-Rps16",0,0.483813918407848,1,0.999,0,"0","mm10-Rps16"
"mm10-Rpl27",0,0.478518017781699,1,0.997,0,"0","mm10-Rpl27"
"mm10-Rpl23",0,0.475639719018172,1,1,0,"0","mm10-Rpl23"
"mm10-Gm12603",0,0.455482426295418,0.394,0.009,0,"0","mm10-Gm12603"
"mm10-Rps26",0,0.454482093646485,1,0.999,0,"0","mm10-Rps26"
"mm10-Rps10",0,0.430836925385965,1,0.999,0,"0","mm10-Rps10"
"mm10-Rpl31",0,0.395230485683117,1,0.999,0,"0","mm10-Rpl31"
"mm10-Rpl32",0,0.39040756100828,1,1,0,"0","mm10-Rpl32"
"mm10-Pmepa1",2.39277910009481e-307,0.66148049450959,0.726,0.286,3.71096110633705e-303,"0","mm10-Pmepa1"
"mm10-Metap2",6.11800727193889e-306,0.616092307086503,0.973,0.804,9.48841747805002e-302,"0","mm10-Metap2"
"mm10-Hras",1.42462115556797e-305,0.67330748925015,0.849,0.525,2.20944495017037e-301,"0","mm10-Hras"
"mm10-Pitpna",8.7025968939776e-305,0.605893477840481,0.9,0.621,1.34968575228699e-300,"0","mm10-Pitpna"
"mm10-2200002D01Rik",3.34879982766117e-300,0.648068795573301,0.462,0.068,5.19365365271972e-296,"0","mm10-2200002D01Rik"
"mm10-Strap",1.6413040147352e-299,0.63859035690965,0.97,0.815,2.54549839645282e-295,"0","mm10-Strap"
"mm10-Plaur",4.29991764454535e-299,0.406034883367889,0.442,0.049,6.66874227492538e-295,"0","mm10-Plaur"
"mm10-Hmgb2",1.75010659455062e-297,0.869823947362263,0.862,0.51,2.71424031748856e-293,"0","mm10-Hmgb2"
"mm10-Ppp1r11",9.34171442062232e-297,0.575597912505567,0.971,0.844,1.44880648949432e-292,"0","mm10-Ppp1r11"
"mm10-Tuba4a",5.22559650646162e-296,0.446737451558024,0.446,0.055,8.10437762187133e-292,"0","mm10-Tuba4a"
"mm10-Arpc4",7.60915680555811e-295,0.597417190036133,0.948,0.761,1.18010412897401e-290,"0","mm10-Arpc4"
"mm10-Plpp2",5.15575953047352e-294,0.573481908887225,0.706,0.294,7.99606745581139e-290,"0","mm10-Plpp2"
"mm10-Cald1",2.79485787999022e-293,0.579707393822581,1,0.987,4.33454508607683e-289,"0","mm10-Cald1"
"mm10-Foxp1",8.20224989555912e-293,0.498536358554887,0.589,0.159,1.27208693630226e-288,"0","mm10-Foxp1"
"mm10-Lsm4",3.29928290478956e-290,0.60186665557504,0.984,0.877,5.11685785703813e-286,"0","mm10-Lsm4"
"mm10-Snrpb",1.88565320697496e-289,0.675078890389721,0.965,0.838,2.92445955869746e-285,"0","mm10-Snrpb"
"mm10-Snrpd1",7.19365266300572e-289,0.656329297286601,0.959,0.753,1.11566359150556e-284,"0","mm10-Snrpd1"
"mm10-Dynll1",4.43175994270262e-288,0.505256845802412,1,0.993,6.8732164951375e-284,"0","mm10-Dynll1"
"mm10-Tcof1",1.10113344701043e-286,0.537690772672331,0.684,0.263,1.70774786296848e-282,"0","mm10-Tcof1"
"mm10-Irak2",1.52780419800005e-284,0.536464078855823,0.609,0.189,2.36947153067828e-280,"0","mm10-Irak2"
"mm10-Eno3",4.29109378142173e-283,0.513852651365079,0.57,0.154,6.65505734560697e-279,"0","mm10-Eno3"
"mm10-Tk1",6.46969415356282e-283,0.528235915593242,0.747,0.265,1.00338486627606e-278,"0","mm10-Tk1"
"mm10-Dap",9.48253761368335e-283,0.602339417020202,0.993,0.937,1.47064675850615e-278,"0","mm10-Dap"
"mm10-Ngf",6.06811890945667e-281,0.458843488026908,0.503,0.093,9.41104561667635e-277,"0","mm10-Ngf"
"mm10-Lgals3",2.41448762042045e-280,0.78233584147569,0.912,0.645,3.74462885051008e-276,"0","mm10-Lgals3"
"mm10-Hnrnpa1",3.76546893087371e-280,0.596763545360157,0.989,0.9,5.83986576489204e-276,"0","mm10-Hnrnpa1"
"mm10-Ccl2",2.16652096899251e-279,0.331790552137353,0.704,0.243,3.36005737081049e-275,"0","mm10-Ccl2"
"mm10-Htra2",3.25149900479713e-279,0.568338973555282,0.84,0.487,5.04274980653987e-275,"0","mm10-Htra2"
"mm10-Cct7",8.08029807096238e-279,0.724049623498452,0.919,0.739,1.25317342782556e-274,"0","mm10-Cct7"
"mm10-Dbf4",2.069916197484e-278,0.543558715271787,0.587,0.183,3.21023303067793e-274,"0","mm10-Dbf4"
"mm10-Tomm5",2.87384428483671e-278,0.583128989635848,0.988,0.866,4.45704510135326e-274,"0","mm10-Tomm5"
"mm10-Hspe1",1.42766115324844e-275,0.455207992536451,1,0.994,2.21415968257301e-271,"0","mm10-Hspe1"
"mm10-Fxyd5",1.83148554766847e-274,0.505013903460114,0.689,0.243,2.84045093587903e-270,"0","mm10-Fxyd5"
"mm10-Knstrn",2.16833524714066e-274,0.5263082543613,0.6,0.186,3.36287113479046e-270,"0","mm10-Knstrn"
"mm10-Gar1",7.07768098439944e-274,0.578194197085692,0.824,0.458,1.09767754387051e-269,"0","mm10-Gar1"
"mm10-Nmt2",2.2920585762057e-273,0.585803482432309,0.712,0.318,3.55475364583742e-269,"0","mm10-Nmt2"
"mm10-Uba52",4.03730864835735e-272,0.513143326792066,0.979,0.888,6.26146198273742e-268,"0","mm10-Uba52"
"mm10-Fbl",4.13647919902884e-272,0.570611860797939,0.807,0.461,6.41526558977382e-268,"0","mm10-Fbl"
"mm10-Dnajc2",2.81435910678415e-270,0.60019278747518,0.777,0.398,4.36478953871154e-266,"0","mm10-Dnajc2"
"mm10-Actb",6.25882639280646e-269,1.02818564958768,1,0.997,9.70681385260354e-265,"0","mm10-Actb"
"mm10-2310036O22Rik",1.63031131102954e-267,0.554146026553708,0.982,0.893,2.52844981227572e-263,"0","mm10-2310036O22Rik"
"mm10-Llph",2.91483157487321e-263,0.576033228634376,0.933,0.715,4.52061228947086e-259,"0","mm10-Llph"
"mm10-Gpatch4",1.77292518573954e-260,0.482075396417706,0.66,0.257,2.74962967056345e-256,"0","mm10-Gpatch4"
"mm10-Txnl4a",2.83351678380728e-260,0.570123276678441,0.948,0.751,4.39450118000672e-256,"0","mm10-Txnl4a"
"mm10-Pdgfa",6.19696402490867e-260,0.550605298890579,0.735,0.33,9.61087150623085e-256,"0","mm10-Pdgfa"
"mm10-Fos",9.85327071439621e-260,0.654732627422319,0.812,0.443,1.52814375509571e-255,"0","mm10-Fos"
"mm10-Mak16",2.82877848886038e-259,0.516528066325455,0.726,0.335,4.38715255837357e-255,"0","mm10-Mak16"
"mm10-Tinagl1",5.87964620295516e-259,0.439541479141307,0.554,0.15,9.11874329616315e-255,"0","mm10-Tinagl1"
"mm10-Ccdc124",1.00465072981215e-257,0.563892711208583,0.896,0.599,1.55811281686566e-253,"0","mm10-Ccdc124"
"mm10-Anxa2",1.3796765462721e-257,0.670818269181503,0.992,0.942,2.1397403556134e-253,"0","mm10-Anxa2"
"mm10-Ccna2",1.7236522335783e-257,0.561150228694971,0.635,0.211,2.67321224905659e-253,"0","mm10-Ccna2"
"mm10-Lsm2",2.94260969875343e-256,0.607492802427771,0.962,0.792,4.5636933817967e-252,"0","mm10-Lsm2"
"mm10-Cnn2",5.38397380017971e-254,0.66980406943132,0.949,0.679,8.35000496669871e-250,"0","mm10-Cnn2"
"mm10-Cdk2ap1",9.71604071272569e-254,0.627082873059889,0.886,0.621,1.50686075413663e-249,"0","mm10-Cdk2ap1"
"mm10-Wdr43",2.4449483909916e-253,0.571948471893342,0.798,0.446,3.79187045958888e-249,"0","mm10-Wdr43"
"mm10-Tpm2",3.69132765620413e-253,0.777144385133279,0.849,0.543,5.72488006200699e-249,"0","mm10-Tpm2"
"mm10-Ctsl",4.49859969003076e-253,0.824156606046464,0.871,0.611,6.9768782592687e-249,"0","mm10-Ctsl"
"mm10-Rpl27a",4.39025247744785e-251,0.395571337722105,1,0.999,6.80884256727386e-247,"0","mm10-Rpl27a"
"mm10-Bzw2",7.93915335673872e-251,0.51557404171731,0.768,0.415,1.23128329409661e-246,"0","mm10-Bzw2"
"mm10-Tubb4b",1.30602334926406e-250,0.629919750048595,0.806,0.446,2.02551161237363e-246,"0","mm10-Tubb4b"
"mm10-Ddx46",2.10022800656223e-250,0.4897233418578,0.669,0.276,3.25724361537736e-246,"0","mm10-Ddx46"
"mm10-Aqp1",2.52443310859703e-249,0.477380156502904,0.541,0.137,3.91514330812313e-245,"0","mm10-Aqp1"
"mm10-Rpl36a",1.68357128890681e-248,0.502155439013898,1,0.998,2.61105071196557e-244,"0","mm10-Rpl36a"
"mm10-Cdc20",8.18099908035521e-246,0.559163209284632,0.47,0.108,1.26879114737229e-241,"0","mm10-Cdc20"
"mm10-Fkbp4",4.13153124695027e-245,0.618972641059838,0.906,0.667,6.40759181089517e-241,"0","mm10-Fkbp4"
"mm10-Dnph1",5.21556701119924e-245,0.426901829366815,0.525,0.154,8.0888228776689e-241,"0","mm10-Dnph1"
"mm10-Lgals1",1.49258300129752e-244,0.471501509599483,1,0.999,2.31484697671232e-240,"0","mm10-Lgals1"
"mm10-Dek",1.50203446714581e-243,0.567226853331329,0.891,0.572,2.32950525509644e-239,"0","mm10-Dek"
"mm10-Rps27a",5.24464084901779e-242,0.378563341029709,1,0.999,8.13391349274169e-238,"0","mm10-Rps27a"
"mm10-Ddx27",7.33434567464922e-242,0.465937960029947,0.645,0.263,1.13748367068135e-237,"0","mm10-Ddx27"
"mm10-Dtymk",1.53245673205101e-241,0.531298101014983,0.962,0.755,2.37668714573791e-237,"0","mm10-Dtymk"
"mm10-Hat1",1.57268568269736e-241,0.523043647398233,0.732,0.348,2.43907822529534e-237,"0","mm10-Hat1"
"mm10-Psat1",4.53339920830825e-241,0.581778134768508,0.924,0.608,7.03084883216526e-237,"0","mm10-Psat1"
"mm10-Nhp2l1",2.61731104575004e-240,0.532889696381547,0.986,0.925,4.05918770085374e-236,"0","mm10-Nhp2l1"
"mm10-Jun",3.67152723075934e-240,0.566300706116585,0.733,0.349,5.69417158218466e-236,"0","mm10-Jun"
"mm10-Exosc8",5.52844178634723e-238,0.49188135159448,0.697,0.323,8.57406036644592e-234,"0","mm10-Exosc8"
"mm10-Ube2l3",3.75174447811772e-236,0.535073986387978,0.966,0.824,5.81858051111277e-232,"0","mm10-Ube2l3"
"mm10-Gm26532",3.83013408541131e-236,0.427917486585155,0.57,0.185,5.94015495306439e-232,"0","mm10-Gm26532"
"mm10-Fez2",7.44015286913247e-236,0.514139036454542,0.655,0.289,1.15389330847376e-231,"0","mm10-Fez2"
"mm10-Psmc3",2.00317710530548e-235,0.541619957078008,0.854,0.58,3.10672737261827e-231,"0","mm10-Psmc3"
"mm10-Nolc1",6.50881971670683e-235,0.492235960220687,0.694,0.316,1.00945284986406e-230,"0","mm10-Nolc1"
"mm10-Cct8",3.2875512238482e-234,0.651802525815882,0.854,0.601,5.09866319306618e-230,"0","mm10-Cct8"
"mm10-Rpl8",4.29757302833166e-234,0.37650056312556,1,0.999,6.66510600963956e-230,"0","mm10-Rpl8"
"mm10-Ly6e",1.80149653564061e-233,0.520269156288352,0.807,0.472,2.79394097712502e-229,"0","mm10-Ly6e"
"mm10-Etv4",2.32573855155755e-233,0.319255609507898,0.335,0.023,3.6069879196106e-229,"0","mm10-Etv4"
"mm10-Cebpz",8.10014613929841e-233,0.508495789429486,0.768,0.42,1.25625166474379e-228,"0","mm10-Cebpz"
"mm10-Rps11",8.77688713987421e-233,0.32044962742933,1,1,1.36120742652309e-228,"0","mm10-Rps11"
"mm10-Ap2m1",4.33625078441398e-232,0.500412194690559,0.957,0.816,6.72509134154764e-228,"0","mm10-Ap2m1"
"mm10-Calm1",1.23982917501833e-231,0.553816969199858,0.999,0.973,1.92285106753593e-227,"0","mm10-Calm1"
"mm10-Tma16",1.08229963206176e-230,0.44590511382136,0.622,0.254,1.67853849936458e-226,"0","mm10-Tma16"
"mm10-Nxt1",1.11295757639762e-230,0.552544769706249,0.81,0.489,1.72608590523507e-226,"0","mm10-Nxt1"
"mm10-Prdx6",1.16544733757396e-230,0.573668272033437,0.903,0.696,1.80749227584346e-226,"0","mm10-Prdx6"
"mm10-Lrrc59",4.54172140270434e-230,0.50237444259124,0.934,0.664,7.04375572345415e-226,"0","mm10-Lrrc59"
"mm10-Taf10",3.6086201307707e-229,0.538701635034593,0.94,0.775,5.59660896081227e-225,"0","mm10-Taf10"
"mm10-Rras2",2.72192943769812e-228,0.406365782288962,0.531,0.168,4.22144036492601e-224,"0","mm10-Rras2"
"mm10-Rps19bp1",9.06437168107881e-228,0.530708120771467,0.901,0.626,1.40579340401851e-223,"0","mm10-Rps19bp1"
"mm10-Lsm6",1.06167197213985e-225,0.500718263701583,0.98,0.884,1.6465470615917e-221,"0","mm10-Lsm6"
"mm10-Snrpa1",9.26080146186927e-225,0.514816735236203,0.777,0.434,1.4362576987213e-220,"0","mm10-Snrpa1"
"mm10-Ptgs2",6.29771443783946e-223,0.304863084153538,0.296,0.009,9.76712532164522e-219,"0","mm10-Ptgs2"
