"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"mm10-Frmd6",3.92792863971689e-69,0.272167427446412,0.378,0.226,6.09182452733692e-65,"1","mm10-Frmd6"
"mm10-Rxra",5.15407965911087e-69,0.26904927780511,0.346,0.192,7.99346214331505e-65,"1","mm10-Rxra"
"mm10-Tmem50a",5.34397520797821e-69,0.341477270037377,0.755,0.707,8.2879711500534e-65,"1","mm10-Tmem50a"
"mm10-Apbb2",5.69235317879635e-69,0.35868113452141,0.592,0.481,8.82827054499526e-65,"1","mm10-Apbb2"
"mm10-Fam212a",5.99954198022519e-69,0.351377828659877,0.447,0.311,9.30468965713124e-65,"1","mm10-Fam212a"
"mm10-Trim35",8.95944015501416e-69,0.34322464272402,0.547,0.438,1.38951957364115e-64,"1","mm10-Trim35"
"mm10-Cryab",1.08255479285514e-68,0.412404953454037,0.897,0.86,1.67893422823903e-64,"1","mm10-Cryab"
"mm10-Sel1l",2.09894761265126e-68,0.281294128128503,0.407,0.261,3.25525785246084e-64,"1","mm10-Sel1l"
"mm10-Bace1",5.28710569629714e-68,0.265142384392788,0.325,0.178,8.19977222438724e-64,"1","mm10-Bace1"
"mm10-Anapc11",5.4309694541774e-68,0.32432576015274,0.951,0.965,8.42289052648373e-64,"1","mm10-Anapc11"
"mm10-Rpl6l",6.79418595558986e-68,0.311515969830015,0.842,0.796,1.05371029985243e-63,"1","mm10-Rpl6l"
"mm10-Hist3h2a",9.08565547584445e-68,0.257950631836455,0.312,0.166,1.40909430774872e-63,"1","mm10-Hist3h2a"
"mm10-Fbxo2",1.08676681773023e-67,0.363439543734241,0.407,0.263,1.68546665761781e-63,"1","mm10-Fbxo2"
"mm10-Dlc1",1.26299639043956e-67,0.27052310780329,0.559,0.409,1.95878110193271e-63,"1","mm10-Dlc1"
"mm10-Kdm5b",9.01971228004658e-67,0.253225332663666,0.315,0.167,1.39886717751242e-62,"1","mm10-Kdm5b"
"mm10-Plin3",1.81154998352675e-66,0.297639550945936,0.464,0.332,2.80953286945164e-62,"1","mm10-Plin3"
"mm10-Adamts5",1.83507456014511e-66,0.401303015012741,0.39,0.243,2.84601713532905e-62,"1","mm10-Adamts5"
"mm10-Srsf5",2.32016222605729e-66,0.333288505974912,0.841,0.82,3.59833959639225e-62,"1","mm10-Srsf5"
"mm10-Slc9a3r2",4.98034617940275e-66,0.353581329525888,0.474,0.346,7.72401888963572e-62,"1","mm10-Slc9a3r2"
"mm10-Mea1",5.51766256755317e-66,0.315207099230236,0.843,0.823,8.55734287601821e-62,"1","mm10-Mea1"
"mm10-Fam110b",3.3074733513149e-65,0.26600318616921,0.296,0.154,5.12956042055428e-61,"1","mm10-Fam110b"
"mm10-Antxr1",8.24168822269701e-65,0.293246701028441,0.381,0.238,1.27820342645808e-60,"1","mm10-Antxr1"
"mm10-Capn6",8.31500300687335e-65,0.281833069202981,0.297,0.154,1.28957381633599e-60,"1","mm10-Capn6"
"mm10-Trip12",1.47697544217754e-64,0.317424219597659,0.494,0.368,2.29064121327314e-60,"1","mm10-Trip12"
"mm10-Tmem45a",2.27580732687569e-64,0.321364183762798,0.474,0.339,3.52954958325151e-60,"1","mm10-Tmem45a"
"mm10-Plin4",2.65929248211099e-64,0.255700385225358,0.292,0.142,4.12429671050594e-60,"1","mm10-Plin4"
"mm10-Tspan17",3.97977839232276e-64,0.359628498743021,0.668,0.595,6.17223830865336e-60,"1","mm10-Tspan17"
"mm10-Rhoc",5.98540284132797e-64,0.31620523287973,0.94,0.927,9.28276126661555e-60,"1","mm10-Rhoc"
"mm10-Khk",8.44363088862569e-64,0.276998055972046,0.335,0.192,1.30952271451696e-59,"1","mm10-Khk"
"mm10-Clec2d",1.34040955132006e-63,0.259883740320659,0.317,0.174,2.07884117314228e-59,"1","mm10-Clec2d"
"mm10-Btf3l4",1.45983626749965e-63,0.314709594182087,0.794,0.766,2.26406006726521e-59,"1","mm10-Btf3l4"
"mm10-Rsrp1",3.76289015084624e-63,0.323061541634243,0.636,0.546,5.83586633494743e-59,"1","mm10-Rsrp1"
"mm10-Hoxd8",3.81492837732205e-63,0.304871454625415,0.394,0.255,5.91657242038876e-59,"1","mm10-Hoxd8"
"mm10-Atf5",5.89349987119337e-63,0.467539705952854,0.68,0.618,9.14022895023379e-59,"1","mm10-Atf5"
"mm10-Fuca1",1.14873452634666e-62,0.318778593455736,0.572,0.475,1.78157237691103e-58,"1","mm10-Fuca1"
"mm10-Coro1b",3.76687285666549e-62,0.329478617949507,0.686,0.61,5.84204311340251e-58,"1","mm10-Coro1b"
"mm10-Iscu",4.65378110388009e-62,0.311920121897652,0.885,0.876,7.21754911400763e-58,"1","mm10-Iscu"
"mm10-Fibp",6.34938199808515e-62,0.320947982754204,0.556,0.454,9.84725654083027e-58,"1","mm10-Fibp"
"mm10-Wbp1",6.57551630684006e-62,0.366261563556706,0.687,0.644,1.01979682402782e-57,"1","mm10-Wbp1"
"mm10-Lyrm5",1.07368192276872e-61,0.281761889062436,0.657,0.546,1.66517329402201e-57,"1","mm10-Lyrm5"
"mm10-Ndufb4",1.21213683347861e-61,0.289575892258359,0.946,0.959,1.87990301504198e-57,"1","mm10-Ndufb4"
"mm10-Rpl10-ps3",1.24623115447057e-61,0.352559818541582,0.762,0.718,1.9327798974684e-57,"1","mm10-Rpl10-ps3"
"mm10-Pnkd",3.27473097110015e-61,0.312764829950516,0.775,0.743,5.07878026307923e-57,"1","mm10-Pnkd"
"mm10-B3gnt9",5.2890533370853e-61,0.295099450093939,0.422,0.287,8.20279282048558e-57,"1","mm10-B3gnt9"
"mm10-Arl3",5.9011711514611e-61,0.316076794718259,0.685,0.64,9.15212633880103e-57,"1","mm10-Arl3"
"mm10-Rab13",1.12368786235955e-60,0.29702384815488,0.424,0.295,1.74272750573343e-56,"1","mm10-Rab13"
"mm10-Rab6b",1.6039923787611e-60,0.262780990828021,0.311,0.172,2.48763178022058e-56,"1","mm10-Rab6b"
"mm10-Acot13",1.78113129212952e-60,0.347641838103199,0.578,0.486,2.76235652096367e-56,"1","mm10-Acot13"
"mm10-Serhl",4.50811923762748e-60,0.263609891917777,0.361,0.228,6.99164212563645e-56,"1","mm10-Serhl"
"mm10-Ctdsp2",1.40287445781469e-59,0.309731570609008,0.59,0.501,2.1757179966248e-55,"1","mm10-Ctdsp2"
"mm10-Sdf2l1",2.86380476351333e-59,0.255923319135614,0.35,0.212,4.44147480773283e-55,"1","mm10-Sdf2l1"
"mm10-Fbln5",5.04385530663005e-59,0.350971848971842,0.487,0.371,7.82251519505255e-55,"1","mm10-Fbln5"
"mm10-Atf7",5.13314924294975e-59,0.264231498051657,0.378,0.241,7.96100116089077e-55,"1","mm10-Atf7"
"mm10-P2rx4",7.25761482320723e-59,0.312296683685587,0.361,0.228,1.12558348293121e-54,"1","mm10-P2rx4"
"mm10-Tgoln1",1.05723876198806e-58,0.305573097591247,0.575,0.489,1.63967159596729e-54,"1","mm10-Tgoln1"
"mm10-Tpp1",1.95627970480075e-58,0.325699100652399,0.519,0.413,3.03399419417549e-54,"1","mm10-Tpp1"
"mm10-Etfb",2.03674452850979e-58,0.287476231825968,0.762,0.73,3.15878708926584e-54,"1","mm10-Etfb"
"mm10-Reep3",5.97695474670511e-58,0.298637440654673,0.708,0.654,9.26965911666495e-54,"1","mm10-Reep3"
"mm10-Irf2bp2",7.46211543646436e-58,0.306426993103276,0.502,0.386,1.15729948304126e-53,"1","mm10-Irf2bp2"
"mm10-Cstb",9.49334710295869e-58,0.344576990559059,0.981,0.987,1.47232320219786e-53,"1","mm10-Cstb"
"mm10-Etnk1",1.01225846149077e-57,0.318758639381571,0.549,0.448,1.56991164792604e-53,"1","mm10-Etnk1"
"mm10-Fam102b",1.04980868301322e-57,0.289669405572226,0.405,0.273,1.6281482864852e-53,"1","mm10-Fam102b"
"mm10-Stat3",1.07833603533526e-57,0.272760759592889,0.392,0.261,1.67239135720146e-53,"1","mm10-Stat3"
"mm10-Rras",1.14102101698625e-57,0.294198015055155,0.54,0.433,1.76960949524397e-53,"1","mm10-Rras"
"mm10-Sdcbp",1.6517907497144e-57,0.317198805767306,0.76,0.734,2.56176227373206e-53,"1","mm10-Sdcbp"
"mm10-Shisa5",1.74573618504665e-57,0.31514710066584,0.689,0.634,2.70746224938885e-53,"1","mm10-Shisa5"
"mm10-Dync1li2",3.90405949352648e-57,0.293347769701929,0.449,0.327,6.05480586851022e-53,"1","mm10-Dync1li2"
"mm10-Tspan3",5.41438431903807e-57,0.328648681285345,0.786,0.767,8.39716864039614e-53,"1","mm10-Tspan3"
"mm10-Nptn",8.62978036023975e-57,0.292938980211535,0.761,0.731,1.33839263606958e-52,"1","mm10-Nptn"
"mm10-Tnrc6b",8.75035128031288e-57,0.285177863931917,0.439,0.312,1.35709198006372e-52,"1","mm10-Tnrc6b"
"mm10-Caprin1",1.21312429241736e-56,0.262383701452791,0.826,0.798,1.88143446511009e-52,"1","mm10-Caprin1"
"mm10-Pcdh18",1.54187426268294e-56,0.25875611506084,0.315,0.184,2.39129279399496e-52,"1","mm10-Pcdh18"
"mm10-Lgr4",1.99175750096291e-56,0.428807714504585,0.48,0.356,3.08901670824338e-52,"1","mm10-Lgr4"
"mm10-Erlec1",2.64955150882559e-56,0.284138685888471,0.492,0.382,4.1091894350376e-52,"1","mm10-Erlec1"
"mm10-Phf21a",7.18793684358106e-56,0.280856435160837,0.414,0.287,1.11477712507099e-51,"1","mm10-Phf21a"
"mm10-Sdhaf4",9.74104052218967e-56,0.296583241667823,0.723,0.667,1.5107379745864e-51,"1","mm10-Sdhaf4"
"mm10-BC004004",9.87196941101383e-56,0.27982814704635,0.754,0.72,1.53104373595413e-51,"1","mm10-BC004004"
"mm10-Gnai3",1.05244256971459e-55,0.290760238127821,0.577,0.489,1.63223318137035e-51,"1","mm10-Gnai3"
"mm10-Sra1",2.02458656597587e-55,0.30432626933604,0.806,0.783,3.13993130517198e-51,"1","mm10-Sra1"
"mm10-Dag1",2.14119244634612e-55,0.291539855640367,0.535,0.435,3.32077536503819e-51,"1","mm10-Dag1"
"mm10-Ppp1r2",2.50462616039271e-55,0.335340582650818,0.878,0.882,3.88442471215305e-51,"1","mm10-Ppp1r2"
"mm10-Picalm",8.60469889028029e-55,0.267611105267822,0.521,0.401,1.33450275089357e-50,"1","mm10-Picalm"
"mm10-Tmem160",1.3090278863565e-54,0.301765425633306,0.768,0.746,2.03017134895029e-50,"1","mm10-Tmem160"
"mm10-Hist1h1c",1.32276797560554e-54,0.439300035455981,0.533,0.416,2.05148085336663e-50,"1","mm10-Hist1h1c"
"mm10-Sat1",1.89980186992885e-54,0.415235983436769,0.787,0.786,2.94640272007265e-50,"1","mm10-Sat1"
"mm10-Chic2",2.56376212670731e-54,0.294954724714564,0.796,0.762,3.97613868231037e-50,"1","mm10-Chic2"
"mm10-Stra13",4.01351269931645e-54,0.286837931499764,0.765,0.734,6.22455684536988e-50,"1","mm10-Stra13"
"mm10-Olfml3",6.06103876525379e-54,0.256623036544215,0.386,0.247,9.4000650210321e-50,"1","mm10-Olfml3"
"mm10-Erbb2ip",8.79325227860649e-54,0.296026293267255,0.425,0.308,1.36374549588908e-49,"1","mm10-Erbb2ip"
"mm10-Leprot",1.59645818636337e-53,0.29066373891717,0.536,0.445,2.47594700123096e-49,"1","mm10-Leprot"
"mm10-Cmc1",1.96521301534897e-53,0.290525131558692,0.624,0.569,3.04784886550472e-49,"1","mm10-Cmc1"
"mm10-Bicc1",4.50132433350245e-53,0.283284476575083,0.404,0.286,6.98110390882894e-49,"1","mm10-Bicc1"
"mm10-Uqcc3",6.46223716269126e-53,0.297778951973796,0.772,0.732,1.00222836156179e-48,"1","mm10-Uqcc3"
"mm10-Trappc2l",1.03967730136837e-52,0.30326120827043,0.834,0.808,1.6124355266922e-48,"1","mm10-Trappc2l"
"mm10-Churc1",1.21275203087205e-52,0.288878044495129,0.72,0.683,1.88085712467947e-48,"1","mm10-Churc1"
"mm10-Lhfpl2",1.44277373129527e-52,0.283787521273097,0.364,0.239,2.23759777986584e-48,"1","mm10-Lhfpl2"
"mm10-Glrx",1.75308331021338e-52,0.308714032891463,0.554,0.467,2.71885690580992e-48,"1","mm10-Glrx"
"mm10-Phpt1",2.32851446574969e-52,0.30107263943901,0.587,0.516,3.61129308493119e-48,"1","mm10-Phpt1"
"mm10-Srpk2",3.67334751600561e-52,0.302372687294508,0.666,0.594,5.69699466257311e-48,"1","mm10-Srpk2"
"mm10-Tef",3.72256011790287e-52,0.265790779420725,0.34,0.212,5.77331848685557e-48,"1","mm10-Tef"
"mm10-Eif3h",5.28418957068379e-52,0.265172684799604,0.99,0.989,8.19524960517348e-48,"1","mm10-Eif3h"
"mm10-Dcxr",5.48842029021733e-52,0.260020653506889,0.368,0.237,8.51199102809806e-48,"1","mm10-Dcxr"
"mm10-Lipa",9.49633262658848e-52,0.273747473190447,0.363,0.243,1.47278622705761e-47,"1","mm10-Lipa"
"mm10-Cdk14",2.46968740572745e-51,0.290941847981121,0.459,0.343,3.83023819754271e-47,"1","mm10-Cdk14"
"mm10-Bmpr2",1.26161157202268e-50,0.25359955539395,0.364,0.241,1.95663338704998e-46,"1","mm10-Bmpr2"
"mm10-Coq9",6.69098298826145e-50,0.257119131945288,0.465,0.349,1.03770455164947e-45,"1","mm10-Coq9"
"mm10-Tnfsf12",9.92263983515453e-50,0.270214863824812,0.433,0.326,1.53890221203412e-45,"1","mm10-Tnfsf12"
"mm10-Ing4",1.80729268454681e-49,0.265010045397389,0.391,0.274,2.80293022446365e-45,"1","mm10-Ing4"
"mm10-Amot",2.46339842099e-49,0.2514089860718,0.302,0.181,3.8204846111134e-45,"1","mm10-Amot"
"mm10-2010320M18Rik",4.58325061058009e-49,0.281903727286229,0.491,0.396,7.10816337194866e-45,"1","mm10-2010320M18Rik"
"mm10-Sub1",5.66521415900427e-49,0.253497626045321,0.985,0.991,8.78618063919973e-45,"1","mm10-Sub1"
"mm10-Phip",6.64105188229564e-49,0.293033521983049,0.513,0.415,1.02996073642523e-44,"1","mm10-Phip"
"mm10-Asah1",1.59776311592098e-48,0.308783942220837,0.635,0.573,2.47797081648185e-44,"1","mm10-Asah1"
"mm10-Tns3",3.82404765321358e-48,0.316937324147697,0.536,0.456,5.93071550536894e-44,"1","mm10-Tns3"
"mm10-Hif1a",5.08898500623362e-48,0.281642211147356,0.614,0.548,7.89250684616772e-44,"1","mm10-Hif1a"
"mm10-Plxnb2",1.43282900577417e-47,0.263871005723009,0.441,0.328,2.22217450505516e-43,"1","mm10-Plxnb2"
"mm10-Lrp1",1.47178621021939e-47,0.312871309927431,0.623,0.563,2.28259323342925e-43,"1","mm10-Lrp1"
"mm10-Acap2",2.09235608265609e-47,0.258001468663603,0.414,0.302,3.24503504859133e-43,"1","mm10-Acap2"
"mm10-Ncor1",4.50812931818306e-47,0.252760327754368,0.761,0.743,6.9916577595701e-43,"1","mm10-Ncor1"
"mm10-Sntb2",8.05768144087419e-47,0.255849020865086,0.389,0.278,1.24966581466518e-42,"1","mm10-Sntb2"
"mm10-Bmpr1a",8.42501812451232e-47,0.278171472565367,0.477,0.384,1.30663606093062e-42,"1","mm10-Bmpr1a"
"mm10-Grcc10",9.13210407376808e-47,0.27309838957551,0.473,0.379,1.41629802080069e-42,"1","mm10-Grcc10"
"mm10-Hmg20b",1.33268983790019e-46,0.276717384063787,0.742,0.729,2.06686866959941e-42,"1","mm10-Hmg20b"
"mm10-Nrp1",3.08629461900755e-46,0.349172706379025,0.77,0.73,4.78653432461881e-42,"1","mm10-Nrp1"
"mm10-Arpc3",3.60833392991717e-46,0.282948753357774,0.876,0.852,5.59616509190854e-42,"1","mm10-Arpc3"
"mm10-Tax1bp3",3.73058412383118e-46,0.266268631901716,0.836,0.825,5.78576291764978e-42,"1","mm10-Tax1bp3"
"mm10-Gnptg",4.37993078431754e-46,0.258263689403613,0.363,0.254,6.79283465339808e-42,"1","mm10-Gnptg"
"mm10-Vgll4",8.60343059944209e-46,0.327717349293042,0.523,0.441,1.33430605166747e-41,"1","mm10-Vgll4"
"mm10-Atp6v1a",8.90303884454409e-46,0.272366766214796,0.634,0.574,1.38077229440034e-41,"1","mm10-Atp6v1a"
"mm10-Tmem208",1.00227797490912e-45,0.266394250086376,0.814,0.805,1.55443291128655e-41,"1","mm10-Tmem208"
"mm10-Sept8",1.10351772498808e-45,0.287215600255793,0.53,0.453,1.71144563968401e-41,"1","mm10-Sept8"
"mm10-Tanc1",1.54192822892951e-45,0.255594421529613,0.395,0.283,2.39137649024677e-41,"1","mm10-Tanc1"
"mm10-Ikbip",1.84744959374389e-45,0.254145055038095,0.49,0.396,2.8652095749374e-41,"1","mm10-Ikbip"
"mm10-Rnase4",2.07776902785945e-45,0.345572903768192,0.475,0.379,3.22241198530722e-41,"1","mm10-Rnase4"
"mm10-Josd2",2.83896657421445e-45,0.272344488246536,0.517,0.44,4.40295325994919e-41,"1","mm10-Josd2"
"mm10-Serpinh1",4.21795623258081e-45,0.297192223035686,0.967,0.974,6.54162832110958e-41,"1","mm10-Serpinh1"
"mm10-Mob1a",4.90753072289501e-45,0.26273956177595,0.646,0.6,7.61108939813787e-41,"1","mm10-Mob1a"
"mm10-Tcf7l2",5.45934242871104e-45,0.304514287739731,0.613,0.557,8.46689417268794e-41,"1","mm10-Tcf7l2"
"mm10-Serpinf1",8.51072005109705e-45,0.339644452559483,0.904,0.86,1.31992757272464e-40,"1","mm10-Serpinf1"
"mm10-Rhoq",9.73130106031364e-45,0.277354995244674,0.479,0.378,1.50922748144404e-40,"1","mm10-Rhoq"
"mm10-Tcf12",1.7217625654059e-44,0.271763993215221,0.503,0.418,2.67028156268801e-40,"1","mm10-Tcf12"
"mm10-Hist1h2bc",2.2634745536671e-44,0.492096793045348,0.446,0.333,3.51042268528231e-40,"1","mm10-Hist1h2bc"
"mm10-Mat2a",2.4227433963222e-44,0.270393234194151,0.888,0.88,3.75743273335611e-40,"1","mm10-Mat2a"
"mm10-Krcc1",3.05092267625905e-44,0.258016161078858,0.864,0.861,4.73167597861017e-40,"1","mm10-Krcc1"
"mm10-Copa",5.07427226152116e-44,0.262176988054194,0.562,0.502,7.86968885039316e-40,"1","mm10-Copa"
"mm10-Gnaq",5.65476491963387e-44,0.256686836110745,0.469,0.373,8.76997491386017e-40,"1","mm10-Gnaq"
"mm10-Tspo",4.01083659639617e-43,0.34523888207161,0.962,0.965,6.22040647735082e-39,"1","mm10-Tspo"
"mm10-Sdf2",9.46294269640102e-43,0.268126814244376,0.573,0.512,1.46760778278483e-38,"1","mm10-Sdf2"
"mm10-Cdh2",1.75462187641689e-42,0.298598924783014,0.538,0.476,2.72124306813496e-38,"1","mm10-Cdh2"
"mm10-Stx4a",3.97798604538716e-42,0.269384575235346,0.552,0.482,6.16945855779095e-38,"1","mm10-Stx4a"
"mm10-Kdm5a",4.95436811008537e-42,0.258012802782695,0.438,0.344,7.6837295019314e-38,"1","mm10-Kdm5a"
"mm10-Rpa3",6.54434489920152e-42,0.313999263575913,0.711,0.704,1.01496245041716e-37,"1","mm10-Rpa3"
"mm10-Mpst",1.02118533769099e-41,0.255293441700839,0.412,0.307,1.58375634022496e-37,"1","mm10-Mpst"
"mm10-Ssbp3",1.03196406618453e-41,0.271866447524948,0.639,0.602,1.60047307024559e-37,"1","mm10-Ssbp3"
"mm10-Usp9x",2.45594237008137e-41,0.282208762402561,0.539,0.469,3.80892102175919e-37,"1","mm10-Usp9x"
"mm10-Pbx1",7.67079509553211e-41,0.270120624114969,0.668,0.622,1.18966361136607e-36,"1","mm10-Pbx1"
"mm10-mt-Nd4l",8.61749391997951e-41,0.252915220457927,0.757,0.718,1.33648713204962e-36,"1","mm10-mt-Nd4l"
"mm10-Fbn1",1.41481718206905e-40,0.318929128116379,0.448,0.359,2.19423996767089e-36,"1","mm10-Fbn1"
"mm10-Rbm7",9.39272727993412e-39,0.253495392857103,0.613,0.57,1.45671807384498e-34,"1","mm10-Rbm7"
"mm10-Tmem119",1.72214472129073e-38,0.275601867863413,0.477,0.391,2.67087424824979e-34,"1","mm10-Tmem119"
"mm10-Tonsl",1.83987235939191e-38,0.281456188463873,0.675,0.663,2.85345804218092e-34,"1","mm10-Tonsl"
"mm10-Mcts1",2.67977010142163e-38,0.268271674415186,0.432,0.344,4.15605545029481e-34,"1","mm10-Mcts1"
"mm10-Vamp7",3.73803441598824e-38,0.263967022438472,0.538,0.477,5.79731757575616e-34,"1","mm10-Vamp7"
"mm10-Sepw1",3.80259402552371e-38,0.252852061753501,0.951,0.942,5.89744307418472e-34,"1","mm10-Sepw1"
"mm10-Ttc14",4.26807603553597e-38,0.251178947186279,0.545,0.484,6.61935912351274e-34,"1","mm10-Ttc14"
"mm10-Rcn3",4.95828890079201e-38,0.303878288812981,0.691,0.652,7.68981025623832e-34,"1","mm10-Rcn3"
"mm10-Id3",5.90864192209879e-38,0.339913136207119,0.95,0.942,9.16371275698301e-34,"1","mm10-Id3"
"mm10-Gm10263",1.03944669804606e-37,0.26313664489328,0.687,0.674,1.61207788399963e-33,"1","mm10-Gm10263"
"mm10-Vegfb",1.14421191012068e-37,0.276425541404842,0.638,0.595,1.77455825140617e-33,"1","mm10-Vegfb"
"mm10-Arf4",2.41498769444628e-37,0.251748594332384,0.914,0.93,3.74540441531674e-33,"1","mm10-Arf4"
"mm10-Cyhr1",1.09599737701283e-36,0.251611352321098,0.533,0.48,1.6997823320092e-32,"1","mm10-Cyhr1"
"mm10-Snapin",3.23285695750736e-36,0.254464842186952,0.499,0.44,5.01383785539816e-32,"1","mm10-Snapin"
"mm10-Sox9",3.56827875234905e-36,0.289930585909558,0.655,0.596,5.53404351701814e-32,"1","mm10-Sox9"
"mm10-Fam114a1",3.93795658221327e-36,0.263591322303701,0.515,0.449,6.10737686335457e-32,"1","mm10-Fam114a1"
"mm10-Mustn1",4.09627265393618e-35,0.385460924769525,0.442,0.366,6.35290925898962e-31,"1","mm10-Mustn1"
"mm10-Peg10",6.94139964703691e-35,0.319751062590426,0.261,0.165,1.07654167125895e-30,"1","mm10-Peg10"
"mm10-Cnn3",2.56370296417288e-33,0.260446320637767,0.841,0.85,3.97604692713573e-29,"1","mm10-Cnn3"
"mm10-Hspa5",5.58870750851253e-33,0.260072224226209,0.725,0.721,8.66752647495209e-29,"1","mm10-Hspa5"
"mm10-Mbnl2",1.21198403209379e-32,0.258384683692695,0.627,0.601,1.87966603537426e-28,"1","mm10-Mbnl2"
"mm10-Aldh2",1.22643702290614e-32,0.252108890165012,0.57,0.521,1.90208117882513e-28,"1","mm10-Aldh2"
"mm10-Slc6a6",8.49294298640908e-32,0.355378773962256,0.744,0.774,1.31717052776218e-27,"1","mm10-Slc6a6"
"mm10-Ndufs3",1.55207191231366e-31,0.255158331166477,0.782,0.77,2.40710832880725e-27,"1","mm10-Ndufs3"
"mm10-Ahnak2",2.11422307366019e-31,0.305700730601153,0.555,0.501,3.27894856493958e-27,"1","mm10-Ahnak2"
"mm10-Timp2",2.91241624597329e-31,0.25312853646023,0.961,0.911,4.51686635587998e-27,"1","mm10-Timp2"
"mm10-Limd2",4.6972618645392e-30,0.308835309085017,0.684,0.667,7.28498342571384e-26,"1","mm10-Limd2"
"mm10-Enah",9.93123847151592e-29,0.254717662882192,0.548,0.508,1.5402357745474e-24,"1","mm10-Enah"
"mm10-Cope",1.63661933321364e-25,0.251882568062151,0.721,0.72,2.53823292388103e-21,"1","mm10-Cope"
"mm10-Ap1s2",4.51863865652632e-25,0.296742083899719,0.344,0.281,7.00795669240667e-21,"1","mm10-Ap1s2"
"mm10-Nt5dc2",6.48313079905546e-24,0.257522740869847,0.578,0.562,1.00546875562551e-19,"1","mm10-Nt5dc2"
"mm10-Mmp14",2.37667913746255e-22,0.252454246610532,0.499,0.461,3.68599167429066e-18,"1","mm10-Mmp14"
"mm10-Slc39a1",1.48489133260729e-14,0.306916973223629,0.489,0.441,2.30291796774064e-10,"1","mm10-Slc39a1"
"mm10-Fabp4",0,4.91302750151171,0.991,0.37,0,"2","mm10-Fabp4"
"mm10-Retn",0,3.89800702794067,0.941,0.042,0,"2","mm10-Retn"
"mm10-Acsl1",0,3.6877661880989,0.978,0.085,0,"2","mm10-Acsl1"
"mm10-G0s2",0,3.5960621124435,0.93,0.07,0,"2","mm10-G0s2"
"mm10-Adipoq",0,3.49855374487218,0.983,0.047,0,"2","mm10-Adipoq"
"mm10-Cidec",0,3.16512182747582,0.921,0.023,0,"2","mm10-Cidec"
"mm10-Cd36",0,3.0147620285743,0.978,0.044,0,"2","mm10-Cd36"
"mm10-Pank3",0,2.78489067280311,0.996,0.288,0,"2","mm10-Pank3"
"mm10-Gpd1",0,2.587252122799,0.766,0.018,0,"2","mm10-Gpd1"
"mm10-Cfd",0,2.38959418909151,0.749,0.015,0,"2","mm10-Cfd"
"mm10-Wfdc21",0,2.35082270094591,0.852,0.021,0,"2","mm10-Wfdc21"
"mm10-Dgat2",0,2.15782407353785,0.904,0.058,0,"2","mm10-Dgat2"
"mm10-Adig",0,2.03141170146755,0.9,0.018,0,"2","mm10-Adig"
"mm10-Mrap",0,1.88452966129259,0.723,0.006,0,"2","mm10-Mrap"
"mm10-Pnpla2",0,1.8183759351472,0.906,0.095,0,"2","mm10-Pnpla2"
"mm10-Fcor",0,1.79679745110962,0.954,0.093,0,"2","mm10-Fcor"
"mm10-Plin1",0,1.76106297159906,0.961,0.022,0,"2","mm10-Plin1"
"mm10-Tob1",0,1.67343598743569,0.965,0.282,0,"2","mm10-Tob1"
"mm10-Fam195a",0,1.65298340619588,0.972,0.343,0,"2","mm10-Fam195a"
"mm10-Arxes2",0,1.54167214161198,0.876,0.156,0,"2","mm10-Arxes2"
"mm10-Cebpa",0,1.51536874561627,0.924,0.055,0,"2","mm10-Cebpa"
"mm10-Agpat9",0,1.51255187474997,0.867,0.044,0,"2","mm10-Agpat9"
"mm10-Orm1",0,1.49834959737422,0.852,0.035,0,"2","mm10-Orm1"
"mm10-Rarres21",0,1.46739564336103,0.902,0.159,0,"2","mm10-Rarres2"
"mm10-Dgat1",0,1.46256605066438,0.937,0.146,0,"2","mm10-Dgat1"
"mm10-Pcx",0,1.40139956808478,0.934,0.093,0,"2","mm10-Pcx"
"mm10-Lipe",0,1.39000423296648,0.893,0.032,0,"2","mm10-Lipe"
"mm10-Rgcc",0,1.38981999953709,0.76,0.04,0,"2","mm10-Rgcc"
"mm10-Itga6",0,1.37681278517136,0.876,0.18,0,"2","mm10-Itga6"
"mm10-Lcn2",0,1.37611357444024,0.504,0.014,0,"2","mm10-Lcn2"
"mm10-Glul",0,1.3717351762671,0.849,0.177,0,"2","mm10-Glul"
"mm10-Fam213a",0,1.35333108975322,0.921,0.062,0,"2","mm10-Fam213a"
"mm10-Slc25a10",0,1.32868420287947,0.921,0.231,0,"2","mm10-Slc25a10"
"mm10-Hipk2",0,1.29473119972857,0.9,0.163,0,"2","mm10-Hipk2"
"mm10-Apmap",0,1.28577785538398,0.849,0.115,0,"2","mm10-Apmap"
"mm10-Tspan12",0,1.27249134509002,0.904,0.212,0,"2","mm10-Tspan12"
"mm10-Ltc4s",0,1.23763439336347,0.686,0.062,0,"2","mm10-Ltc4s"
"mm10-Fitm2",0,1.22771990994555,0.926,0.148,0,"2","mm10-Fitm2"
"mm10-Nabp1",0,1.21885390892615,0.799,0.122,0,"2","mm10-Nabp1"
"mm10-Hsd11b1",0,1.18909779295555,0.721,0.019,0,"2","mm10-Hsd11b1"
"mm10-5730508B09Rik",0,1.10190000598042,0.836,0.059,0,"2","mm10-5730508B09Rik"
"mm10-Bcat2",0,1.06914113628518,0.847,0.161,0,"2","mm10-Bcat2"
